key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,key_resp_4.keys,key_resp_4.rt
space,2.1294,space,0.1433,space,0.0088,space,0.5998,left,5.5921,space,7.3183,right,0,2.9868,0,0,0,1,1,25000,35000,150,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,2.4382,0,1,1,2,1,10000,19000,89,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,left,1,4.124,0,2,2,0,1,10000,109000,9,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,g,19.6854,right,0,4.4367,0,0,0,73,1,25000,0,125000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,1.4875,0,1,1,62,1,25000,0,75000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,1.7401,0,2,2,46,1,5000,0,36000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,2.1392,0,3,3,69,1,25000,0,150000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,2.3209,0,4,4,68,1,25000,0,125000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,1.5967,0,5,5,5,1,10000,0,19000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.3718,0,6,6,89,1,25000,0,150000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,0.019,0,7,7,19,1,10000,0,149000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.2663,0,8,8,27,1,10000,0,61000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.0039,0,9,9,31,1,5000,0,35000,6,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,10.8546,0,10,10,84,1,25000,0,150000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.2023,0,11,11,7,1,10000,0,59000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,4.655,0,12,12,63,1,25000,0,125000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,0.1046,0,13,13,25,1,10000,0,10000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,0.0966,0,14,14,54,1,5000,0,150000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.1495,0,15,15,57,1,5000,0,55000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.3018,0,16,16,79,1,25000,0,150000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.1535,0,17,17,61,1,25000,0,55000,6,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.6397,0,18,18,48,1,5000,0,105000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,0.8072,0,19,19,4,1,10000,0,150000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,1.8861,0,20,20,75,1,25000,0,35000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,0.2681,0,21,21,18,1,10000,0,110000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,0.1459,0,22,22,70,1,25000,0,35000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,0.0199,0,23,23,81,1,25000,0,55000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,0.1006,0,24,24,37,1,5000,0,56000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,0.1412,0,25,25,9,1,10000,0,151000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,1.5863,0,26,26,80,1,25000,0,35000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,0.1857,0,27,27,14,1,10000,0,150000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,0.1863,0,28,28,83,1,25000,0,125000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,0.5039,0,29,29,20,1,10000,0,20000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,1.2365,0,30,30,44,1,5000,0,150000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,0.1857,0,31,31,8,1,10000,0,111000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,0.1048,0,32,32,66,1,25000,0,55000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,0.086,0,33,33,6,1,10000,0,40000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,0.0008,0,34,34,88,1,25000,0,125000,149,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,0.0702,0,35,35,53,1,5000,0,104000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,0.6132,0,36,36,34,1,5000,0,151000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,0.7403,0,37,37,86,1,25000,0,55000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,0.5411,0,38,38,12,1,10000,0,60000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,0.0632,0,39,39,38,1,5000,0,104000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,0.7193,0,40,40,77,1,25000,0,75000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,0.1017,0,41,41,32,1,5000,0,54000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,1006797398,2022-06-02_18h17.30.879,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,0.0684,0,42,42,3,1,10000,0,109000,5,,
