Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,ssAmount,llAmount,llDelay,ssAmount_text,llAmount_text,intro1.started,intro1.stopped,key1.keys,key1.rt,key1.started,key1.stopped,intro2.started,intro2.stopped,key2.keys,key2.rt,key2.started,key2.stopped,intro2_2.started,intro2_2.stopped,key2_2.keys,key2_2.rt,key2_2.started,key2_2.stopped,Intro2_3.started,Intro2_3.stopped,key2_3.keys,key2_3.rt,key2_3.started,key2_3.stopped,key3.keys,key3.rt,key3.started,key3.stopped,intro3.started,intro3.stopped,ss_am.started,ss_am.stopped,ss_del.started,ss_del.stopped,ll_am.started,ll_am.stopped,ll_del.started,ll_del.stopped,Intro4.started,Intro4.stopped,key4.keys,key4.rt,key4.started,key4.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,8.331926399841905,None,space,2.3294270001351833,8.815837299916893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,2022-07-08_09h40.35.139,ninosDelConv2,2022.1.3,59.93015735118207,
,,,,,,,,,,,,,,,11.168045699829236,None,space,0.11880830000154674,11.635156499920413,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,2022-07-08_09h40.35.139,ninosDelConv2,2022.1.3,59.93015735118207,
,,,,,,,,,,,,,,,,,,,,,11.785306599922478,None,space,0.08668359997682273,12.25241809990257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,2022-07-08_09h40.35.139,ninosDelConv2,2022.1.3,59.93015735118207,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12.369205199880525,None,space,0.38196250004693866,12.836335300002247,None,,,,,,,,,,,,,,,,,,,,,001,,2022-07-08_09h40.35.139,ninosDelConv2,2022.1.3,59.93015735118207,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0780629001092166,13.703876300016418,None,,,,,,,,,,,,,,,,,001,,2022-07-08_09h40.35.139,ninosDelConv2,2022.1.3,59.93015735118207,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.236725399969146,None,13.236725399969146,None,13.236725399969146,None,13.236725399969146,None,13.236725399969146,None,14.804940399946645,None,space,0.7360766001511365,15.27210949989967,None,001,,2022-07-08_09h40.35.139,ninosDelConv2,2022.1.3,59.93015735118207,
