ssAmount,llAmount,llDelay,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,intro1.started,intro1.stopped,key1.keys,key1.rt,key1.started,key1.stopped,intro2.started,intro2.stopped,key2.keys,key2.rt,key2.started,key2.stopped,intro2_2.started,intro2_2.stopped,key2_2.keys,key2_2.rt,key2_2.started,key2_2.stopped,Intro2_3.started,Intro2_3.stopped,key2_3.keys,key2_3.rt,key2_3.started,key2_3.stopped,key3.keys,key3.rt,key3.started,key3.stopped,intro3.started,intro3.stopped,ss_am.started,ss_am.stopped,ss_del.started,ss_del.stopped,ll_am.started,ll_am.stopped,ll_del.started,ll_del.stopped,Intro4.started,Intro4.stopped,key4.keys,key4.rt,key4.started,key4.stopped,pregunta.started,pregunta.stopped,ssAm_P.started,ssAm_P.stopped,ssDel_P.started,ssDel_P.stopped,llAm_P.started,llAm_P.stopped,llDel_P.started,llDel_P.stopped,respP.keys,respP.corr,respP.rt,respP.started,respP.stopped,feedbackP.started,feedbackP.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,8.260583200026304,None,space,0.8982311000581831,8.744948299834505,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,2022-07-08_09h29.57.664,ninosDelConv2,2022.1.3,59.94352118902234,
,,,,,,,,,,,,,9.662007299950346,None,space,0.07522570015862584,10.129061299841851,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,2022-07-08_09h29.57.664,ninosDelConv2,2022.1.3,59.94352118902234,
,,,,,,,,,,,,,,,,,,,10.229157699970528,None,space,0.029116899939253926,10.69629370002076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,2022-07-08_09h29.57.664,ninosDelConv2,2022.1.3,59.94352118902234,
,,,,,,,,,,,,,,,,,,,,,,,,,10.746333299903199,None,space,0.21806540014222264,11.213500099955127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,2022-07-08_09h29.57.664,ninosDelConv2,2022.1.3,59.94352118902234,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1681868000887334,11.930882300017402,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,2022-07-08_09h29.57.664,ninosDelConv2,2022.1.3,59.94352118902234,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.463730699848384,None,11.463730699848384,None,11.463730699848384,None,11.463730699848384,None,11.463730699848384,None,13.13202689983882,None,space,0.8370337998494506,13.59917139983736,None,,,,,,,,,,,,,,,,,,001,,2022-07-08_09h29.57.664,ninosDelConv2,2022.1.3,59.94352118902234,
10000,19000,89,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4666595000308,None,14.4666595000308,None,14.4666595000308,None,14.4666595000308,None,14.4666595000308,None,right,1,4.17371609993279,14.967204699991271,None,19.171377500053495,None,001,,2022-07-08_09h29.57.664,ninosDelConv2,2022.1.3,59.94352118902234,
25000,35000,150,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.174343999940902,None,22.174343999940902,None,22.174343999940902,None,22.174343999940902,None,22.174343999940902,None,left,1,4.6028668999206275,22.658195399912074,None,27.279417499899864,None,001,,2022-07-08_09h29.57.664,ninosDelConv2,2022.1.3,59.94352118902234,
