key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay
space,6.0273,space,15.92,space,9.3595,space,26.3774,left,5.6654,space,3.3482,right,1,9.1709,0,0,0,0,1,10000,109000,9,001,724,2022-03-28_17h35.06.527,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,6.2511,0,1,1,2,1,10000,19000,89,001,724,2022-03-28_17h35.06.527,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,7.5829,0,2,2,1,1,25000,35000,150,001,724,2022-03-28_17h35.06.527,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,001,724,2022-03-28_17h35.06.527,tareaTDv3,2020.2.5,Win32,60,g,83.5647,left,0,10.0096,0,0,0,71,1,25000,0,55000,30
,,,,,,,,,,,,,,,,,,,,,,,001,724,2022-03-28_17h35.06.527,tareaTDv3,2020.2.5,Win32,60,,,left,1,19.2009,0,1,1,42,1,5000,0,56000,29
,,,,,,,,,,,,,,,,,,,,,,,001,724,2022-03-28_17h35.06.527,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,2,2,46,1,5000,0,36000,61
,,,,,,,,,,,,,,,,,,,,,,,001,724,2022-03-28_17h35.06.527,tareaTDv3,2020.2.5,Win32,60,,,left,1,7.7152,0,3,3,67,1,25000,0,75000,10
,,,,,,,,,,,,,,,,,,,,,,,001,724,2022-03-28_17h35.06.527,tareaTDv3,2020.2.5,Win32,60,,,right,0,7.6379,0,4,4,76,1,25000,0,55000,60
,,,,,,,,,,,,,,,,,,,,,,,001,724,2022-03-28_17h35.06.527,tareaTDv3,2020.2.5,Win32,60,,,left,0,7.8934,0,5,5,87,1,25000,0,75000,151
,,,,,,,,,,,,,,,,,,,,,,,001,724,2022-03-28_17h35.06.527,tareaTDv3,2020.2.5,Win32,60,,,right,1,4.2652,0,6,6,68,1,25000,0,125000,9
,,,,,,,,,,,,,,,,,,,,,,,001,724,2022-03-28_17h35.06.527,tareaTDv3,2020.2.5,Win32,60,,,left,1,8.1921,0,7,7,11,1,10000,0,39000,29
,,,,,,,,,,,,,,,,,,,,,,,001,724,2022-03-28_17h35.06.527,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.0258,0,8,8,39,1,5000,0,149000,10
