key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,key_resp_4.keys,key_resp_4.rt
space,2.4214,space,1.2548,space,0.3353,space,0.4723,left,2.3239,space,2.1501,right,0,3.7244,0,0,0,2,1,10000,19000,89,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,left,0,2.1498,0,1,1,1,1,25000,35000,150,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,1.4629,0,2,2,0,1,10000,109000,9,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,g,15.2807,left,0,2.5663,0,0,0,85,1,25000,0,35000,150,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.0669,0,1,1,77,1,25000,0,75000,59,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.0007,0,2,2,56,1,5000,0,35000,150,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.0766,0,3,3,35,1,5000,0,15000,11,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,left,0,0.6739,0,4,4,51,1,5000,0,35000,89,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.2014,0,5,5,19,1,10000,0,149000,61,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,left,0,0.7788,0,6,6,60,1,25000,0,35000,5,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.5503,0,7,7,78,1,25000,0,125000,59,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.3836,0,8,8,14,1,10000,0,150000,30,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.2185,0,9,9,59,1,5000,0,151000,150,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,3.6932,0,10,10,87,1,25000,0,75000,151,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.9498,0,11,11,50,1,5000,0,15000,91,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,0.8503,0,12,12,89,1,25000,0,150000,150,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.8495,0,13,13,22,1,10000,0,61000,89,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.0675,0,14,14,25,1,10000,0,10000,150,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,0.3674,0,15,15,18,1,10000,0,110000,60,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.0336,0,16,16,15,1,10000,0,20000,59,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.8924,0,17,17,46,1,5000,0,36000,61,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.8011,0,18,18,68,1,25000,0,125000,9,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.2562,0,19,19,52,1,5000,0,56000,89,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,0.9184,0,20,20,4,1,10000,0,150000,5,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.0242,0,21,21,72,1,25000,0,75000,31,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.7422,0,22,22,42,1,5000,0,56000,29,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,0.9715,0,23,23,80,1,25000,0,35000,90,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.0837,0,24,24,74,1,25000,0,150000,29,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.0709,0,25,25,41,1,5000,0,35000,31,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,0.6903,0,26,26,58,1,5000,0,106000,152,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,0.7667,0,27,27,49,1,5000,0,149000,59,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,0.5673,0,28,28,54,1,5000,0,150000,90,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.002,0,29,29,73,1,25000,0,125000,31,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,0.8673,0,30,30,57,1,5000,0,55000,151,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,left,0,0.4008,0,31,31,21,1,10000,0,40000,91,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,0.6506,0,32,32,64,1,25000,0,150000,4,,
,,,,,,,,,,,,,,,,,,,,,,,001,121,2022-03-28_19h16.11.328,tareaTDv3,2020.2.5,Win32,60,,,right,0,0.6554,0,33,33,20,1,10000,0,20000,90,,
