key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay
space,2.5341,space,1.5757,space,0.7094,space,0.0832,left,0.5849,space,1.2676,left,1,0.6925,0,0,0,0,1,10000,109000,9,002,47,2022-06-02_18h17.50.871,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,left,0,0.5519,0,1,1,1,1,25000,35000,150,002,47,2022-06-02_18h17.50.871,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,left,0,0.9915,0,2,2,2,1,10000,19000,89,002,47,2022-06-02_18h17.50.871,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,002,47,2022-06-02_18h17.50.871,tareaTDv3,2020.2.5,Win32,60,g,12.0503,right,0,0.6362,0,0,0,33,1,5000,0,104000,5
,,,,,,,,,,,,,,,,,,,,,,,002,47,2022-06-02_18h17.50.871,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.4012,0,1,1,29,1,10000,0,151000,151
,,,,,,,,,,,,,,,,,,,,,,,002,47,2022-06-02_18h17.50.871,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.4766,0,2,2,62,1,25000,0,75000,5
,,,,,,,,,,,,,,,,,,,,,,,002,47,2022-06-02_18h17.50.871,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.8562,0,3,3,17,1,10000,0,60000,60
,,,,,,,,,,,,,,,,,,,,,,,002,47,2022-06-02_18h17.50.871,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.0119,0,4,4,89,1,25000,0,150000,150
,,,,,,,,,,,,,,,,,,,,,,,002,47,2022-06-02_18h17.50.871,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.5261,0,5,5,47,1,5000,0,56000,60
,,,,,,,,,,,,,,,,,,,,,,,002,47,2022-06-02_18h17.50.871,tareaTDv3,2020.2.5,Win32,60,,,left,0,0.7942,0,6,6,18,1,10000,0,110000,60
