key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,key_resp_4.keys,key_resp_4.rt
space,2.3763,space,0.4721,space,0.0732,space,0.7683,right,5.3949,space,0.8848,right,0,3.5572,0,0,0,1,1,25000,35000,150,002,59,2022-06-02_18h40.32.549,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,2.6219,0,1,1,2,1,10000,19000,89,002,59,2022-06-02_18h40.32.549,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,left,1,3.0201,0,2,2,0,1,10000,109000,9,002,59,2022-06-02_18h40.32.549,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,002,59,2022-06-02_18h40.32.549,tareaTDv3,2020.2.5,Win32,60,g,8.646,right,0,3.524,0,0,0,5,1,10000,0,19000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,59,2022-06-02_18h40.32.549,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.6017,0,1,1,38,1,5000,0,104000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,59,2022-06-02_18h40.32.549,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.9835,0,2,2,30,1,5000,0,16000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,59,2022-06-02_18h40.32.549,tareaTDv3,2020.2.5,Win32,60,,,left,1,4.827,0,3,3,14,1,10000,0,150000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,59,2022-06-02_18h40.32.549,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.2633,0,4,4,89,1,25000,0,150000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,59,2022-06-02_18h40.32.549,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.7,0,5,5,37,1,5000,0,56000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,59,2022-06-02_18h40.32.549,tareaTDv3,2020.2.5,Win32,60,,,right,1,6.3396,0,6,6,62,1,25000,0,75000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,59,2022-06-02_18h40.32.549,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.1719,0,7,7,29,1,10000,0,151000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,59,2022-06-02_18h40.32.549,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.5931,0,8,8,22,1,10000,0,61000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,59,2022-06-02_18h40.32.549,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.4521,0,9,9,78,1,25000,0,125000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,59,2022-06-02_18h40.32.549,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.5701,0,10,10,87,1,25000,0,75000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,59,2022-06-02_18h40.32.549,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.1558,0,11,11,43,1,5000,0,106000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,59,2022-06-02_18h40.32.549,tareaTDv3,2020.2.5,Win32,60,,,right,0,12.4934,0,12,12,65,1,25000,0,35000,11,,
