key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay
space,1.6273,space,1.3612,space,0.1946,space,1.3884,left,3.2068,space,0.527,left,0,0.9886,0,0,0,2,1,10000,19000,89,001,598,2022-03-28_17h40.13.647,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,left,0,2.402,0,1,1,1,1,25000,35000,150,001,598,2022-03-28_17h40.13.647,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,left,0,2.4784,0,2,2,0,1,10000,109000,9,001,598,2022-03-28_17h40.13.647,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,001,598,2022-03-28_17h40.13.647,tareaTDv3,2020.2.5,Win32,60,g,7.2454,right,1,4.463,0,0,0,17,1,10000,0,60000,60
,,,,,,,,,,,,,,,,,,,,,,,001,598,2022-03-28_17h40.13.647,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.8388,0,1,1,35,1,5000,0,15000,11
,,,,,,,,,,,,,,,,,,,,,,,001,598,2022-03-28_17h40.13.647,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.4624,0,2,2,50,1,5000,0,15000,91
,,,,,,,,,,,,,,,,,,,,,,,001,598,2022-03-28_17h40.13.647,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.9838,0,3,3,22,1,10000,0,61000,89
,,,,,,,,,,,,,,,,,,,,,,,001,598,2022-03-28_17h40.13.647,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.304,0,4,4,78,1,25000,0,125000,59
,,,,,,,,,,,,,,,,,,,,,,,001,598,2022-03-28_17h40.13.647,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.3947,0,5,5,26,1,10000,0,39000,150
,,,,,,,,,,,,,,,,,,,,,,,001,598,2022-03-28_17h40.13.647,tareaTDv3,2020.2.5,Win32,60,,,left,1,6.2185,0,6,6,56,1,5000,0,35000,150
