key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.9067,0,29,29,39,1,5000,0,149000,10
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,0,1.0071,0,30,30,80,1,25000,0,35000,90
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.6367,0,31,31,78,1,25000,0,125000,59
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,0,0.5343,0,32,32,26,1,10000,0,39000,150
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.1504,0,33,33,79,1,25000,0,150000,61
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.7007,0,34,34,66,1,25000,0,55000,11
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,1,1.8395,0,35,35,40,1,5000,0,14000,31
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,0,0.701,0,36,36,85,1,25000,0,35000,150
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,1,1.1349,0,37,37,68,1,25000,0,125000,9
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,0,1.6353,0,38,38,88,1,25000,0,125000,149
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,2.0562,0,39,39,74,1,25000,0,150000,29
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,0,0.7513,0,40,40,24,1,10000,0,149000,89
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.6181,0,41,41,63,1,25000,0,125000,4
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,0,0.6051,0,42,42,58,1,5000,0,106000,152
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.5008,0,43,43,5,1,10000,0,19000,11
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.4513,0,44,44,67,1,25000,0,75000,10
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,1,1.0701,0,45,45,1,1,10000,0,39000,6
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.9345,0,46,46,35,1,5000,0,15000,11
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.7339,0,47,47,8,1,10000,0,111000,10
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,0,2.2711,0,48,48,82,1,25000,0,75000,90
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,4.0193,0,49,49,31,1,5000,0,35000,6
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,0,1.8517,0,50,50,19,1,10000,0,149000,61
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,0,0.9174,0,51,51,27,1,10000,0,61000,150
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.1707,0,52,52,69,1,25000,0,150000,9
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,0,0.7346,0,53,53,21,1,10000,0,40000,91
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,0,0.5399,0,54,54,20,1,10000,0,20000,90
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,3.751,0,55,55,30,1,5000,0,16000,4
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.2677,0,56,56,61,1,25000,0,55000,6
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.4846,0,57,57,34,1,5000,0,151000,4
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,2.3842,0,58,58,73,1,25000,0,125000,31
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,0,1.024,0,59,59,87,1,25000,0,75000,151
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.2672,0,60,60,37,1,5000,0,56000,9
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,0,0.5868,0,61,61,65,1,25000,0,35000,11
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,0,0.5342,0,62,62,15,1,10000,0,20000,59
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,2.5167,0,63,63,18,1,10000,0,110000,60
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.5342,0,64,64,14,1,10000,0,150000,30
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.1398,0,65,65,4,1,10000,0,150000,5
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,1,2.0343,0,66,66,11,1,10000,0,39000,29
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,0,1.6344,0,67,67,25,1,10000,0,10000,150
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,0,1.0746,0,68,68,81,1,25000,0,55000,90
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,0,0.6173,0,69,69,59,1,5000,0,151000,150
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,0,1.637,0,70,70,42,1,5000,0,56000,29
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,0,1.3012,0,71,71,17,1,10000,0,60000,60
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.8678,0,72,72,2,1,10000,0,61000,4
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,0,1.8679,0,73,73,55,1,5000,0,14000,149
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,0,0.6678,0,74,74,16,1,10000,0,39000,59
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,0,0.7181,0,75,75,70,1,25000,0,35000,30
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,1,3.2345,0,76,76,60,1,25000,0,35000,5
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,0,3.4504,0,77,77,52,1,5000,0,56000,89
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,0,1.2393,0,78,78,22,1,10000,0,61000,89
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,1,2.1056,0,79,79,33,1,5000,0,104000,5
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,0,1.3347,0,80,80,36,1,5000,0,36000,9
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.9342,0,81,81,38,1,5000,0,104000,10
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,2.1032,0,82,82,32,1,5000,0,54000,5
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,0,2.7839,0,83,83,7,1,10000,0,59000,9
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,0,1.2704,0,84,84,47,1,5000,0,56000,60
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.0676,0,85,85,12,1,10000,0,60000,29
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,left,1,3.933,0,86,86,0,1,10000,0,20000,5
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,0,0.9673,0,87,87,72,1,25000,0,75000,31
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.6174,0,88,88,6,1,10000,0,40000,10
,,,,,,,,,,,,,,,,,,,,,,001,299,2022-03-28_17h34.33.529,tareaTDv3,2020.2.5,Win32,60,,,,right,0,0.7732,0,89,89,29,1,10000,0,151000,151
