key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,11.027,space,11.1,space,6.685,space,1.978,left,1.62,space,0.989,left,0,10.091,0,0,0,0,1,10000,109000,9,001,21,2022-03-28_17h34.55.306,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,,0,,0,1,1,2,1,10000,19000,89,001,21,2022-03-28_17h34.55.306,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,right,0,5.76,0,2,2,1,1,25000,35000,150,001,21,2022-03-28_17h34.55.306,tareaTDv3,2020.2.5,MacIntel,60
