key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,11.7546,space,12.9514,space,4.0532,space,1.1019,right,2.8002,space,1.8547,left,0,4.0027,0,0,0,1,1,25000,35000,150,002,709,2022-06-02_22h14.05.452,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,left,1,2.4555,0,1,1,0,1,10000,109000,9,002,709,2022-06-02_22h14.05.452,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,right,1,4.3884,0,2,2,2,1,10000,19000,89,002,709,2022-06-02_22h14.05.452,tareaTDv3,2020.2.5,MacIntel,60
