key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,3.7862,space,0.825,space,0.0513,space,4.0361,right,13.3344,space,1.0246,left,1,7.8055,0,0,0,0,1,10000,109000,9,002,653,2022-06-02_18h31.58.473,tareaTDv3,2020.2.5,Win32,60
,,,,,,,,,,,,right,0,2.8865,0,1,1,2,1,10000,19000,89,002,653,2022-06-02_18h31.58.473,tareaTDv3,2020.2.5,Win32,60
,,,,,,,,,,,,right,0,4.344,0,2,2,1,1,25000,35000,150,002,653,2022-06-02_18h31.58.473,tareaTDv3,2020.2.5,Win32,60
