key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay
space,2.2086,space,24.9932,space,6.1473,space,5.0625,right,3.1674,space,3.4977,right,1,7.7353,0,0,0,0,1,10000,109000,9,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,5.9318,0,1,1,1,1,25000,35000,150,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,8.4909,0,2,2,2,1,10000,19000,89,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,g,138.0046,left,1,7.9324,0,0,0,17,1,10000,0,60000,60
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,1,8.7344,0,1,1,78,1,25000,0,125000,59
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.6343,0,2,2,36,1,5000,0,36000,9
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.866,0,3,3,81,1,25000,0,55000,90
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.0909,0,4,4,31,1,5000,0,35000,6
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.5307,0,5,5,63,1,25000,0,125000,4
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,1,4.6478,0,6,6,34,1,5000,0,151000,4
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,1,5.9055,0,7,7,13,1,10000,0,111000,30
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.2989,0,8,8,6,1,10000,0,40000,10
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,0,3.2342,0,9,9,25,1,10000,0,10000,150
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.8495,0,10,10,69,1,25000,0,150000,9
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,0,4.0138,0,11,11,82,1,25000,0,75000,90
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.6231,0,12,12,44,1,5000,0,150000,30
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.0906,0,13,13,58,1,5000,0,106000,152
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.2914,0,14,14,41,1,5000,0,35000,31
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.6449,0,15,15,35,1,5000,0,15000,11
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,0,3.3199,0,16,16,43,1,5000,0,106000,29
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.0374,0,17,17,71,1,25000,0,55000,30
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.6956,0,18,18,65,1,25000,0,35000,11
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.9167,0,19,19,64,1,25000,0,150000,4
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.301,0,20,20,8,1,10000,0,111000,10
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,0,3.192,0,21,21,18,1,10000,0,110000,60
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.385,0,22,22,28,1,10000,0,109000,149
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.7832,0,23,23,20,1,10000,0,20000,90
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,1,4.2499,0,24,24,49,1,5000,0,149000,59
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.0389,0,25,25,72,1,25000,0,75000,31
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.138,0,26,26,26,1,10000,0,39000,150
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.4004,0,27,27,10,1,10000,0,21000,31
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.167,0,28,28,4,1,10000,0,150000,5
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.2455,0,29,29,67,1,25000,0,75000,10
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.021,0,30,30,86,1,25000,0,55000,151
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.7681,0,31,31,48,1,5000,0,105000,60
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.4358,0,32,32,9,1,10000,0,151000,11
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.7825,0,33,33,3,1,10000,0,109000,5
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,0,3.0347,0,34,34,52,1,5000,0,56000,89
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.426,0,35,35,16,1,10000,0,39000,59
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,0,10.3575,0,36,36,83,1,25000,0,125000,89
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.7898,0,37,37,37,1,5000,0,56000,9
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,0,0.8439,0,38,38,80,1,25000,0,35000,90
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.1024,0,39,39,66,1,25000,0,55000,11
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.9561,0,40,40,68,1,25000,0,125000,9
,,,,,,,,,,,,,,,,,,,,,,,001,51,2022-03-28_17h34.09.977,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.0164,0,41,41,0,1,10000,0,20000,5
