key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay
space,0.7715,space,1.3183,space,0.3593,space,1.4448,right,3.196,space,2.0287,right,1,7.3861,0,0,0,2,1,10000,19000,89,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,left,0,5.8861,0,1,1,1,1,25000,35000,150,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,right,1,7.0448,0,2,2,0,1,10000,109000,9,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,g,9.3215,right,1,5.3089,0,0,0,15,1,10000,0,20000,59
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,9.7275,0,1,1,50,1,5000,0,15000,91
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,3.0387,0,2,2,46,1,5000,0,36000,61
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.3371,0,3,3,42,1,5000,0,56000,29
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,8.4386,0,4,4,65,1,25000,0,35000,11
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.5187,0,5,5,59,1,5000,0,151000,150
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,7.9903,0,6,6,86,1,25000,0,55000,151
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.4209,0,7,7,24,1,10000,0,149000,89
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.8773,0,8,8,2,1,10000,0,61000,4
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,8.9038,0,9,9,85,1,25000,0,35000,150
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.8626,0,10,10,82,1,25000,0,75000,90
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.572,0,11,11,74,1,25000,0,150000,29
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.7774,0,12,12,7,1,10000,0,59000,9
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.5859,0,13,13,5,1,10000,0,19000,11
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.7687,0,14,14,11,1,10000,0,39000,29
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.6268,0,15,15,76,1,25000,0,55000,60
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,4.0748,0,16,16,47,1,5000,0,56000,60
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,4.9183,0,17,17,75,1,25000,0,35000,60
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,4.6022,0,18,18,53,1,5000,0,104000,90
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,4.6799,0,19,19,22,1,10000,0,61000,89
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.82,0,20,20,71,1,25000,0,55000,30
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.0571,0,21,21,54,1,5000,0,150000,90
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,4.262,0,22,22,6,1,10000,0,40000,10
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,4.5742,0,23,23,14,1,10000,0,150000,30
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.9738,0,24,24,88,1,25000,0,125000,149
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,0,3.8022,0,25,25,80,1,25000,0,35000,90
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.368,0,26,26,39,1,5000,0,149000,10
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.3276,0,27,27,58,1,5000,0,106000,152
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.6878,0,28,28,31,1,5000,0,35000,6
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.2716,0,29,29,57,1,5000,0,55000,151
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.2373,0,30,30,44,1,5000,0,150000,30
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.3018,0,31,31,45,1,5000,0,15000,61
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.7017,0,32,32,66,1,25000,0,55000,11
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.6017,0,33,33,56,1,5000,0,35000,150
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.4454,0,34,34,78,1,25000,0,125000,59
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.3087,0,35,35,9,1,10000,0,151000,11
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.4911,0,36,36,70,1,25000,0,35000,30
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.4343,0,37,37,13,1,10000,0,111000,30
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.2905,0,38,38,33,1,5000,0,104000,5
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.1536,0,39,39,55,1,5000,0,14000,149
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.2255,0,40,40,19,1,10000,0,149000,61
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.6537,0,41,41,72,1,25000,0,75000,31
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.6845,0,42,42,51,1,5000,0,35000,89
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.4434,0,43,43,4,1,10000,0,150000,5
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.6015,0,44,44,8,1,10000,0,111000,10
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.7944,0,45,45,77,1,25000,0,75000,59
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.4767,0,46,46,0,1,10000,0,20000,5
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.9184,0,47,47,49,1,5000,0,149000,59
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.4888,0,48,48,16,1,10000,0,39000,59
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.4528,0,49,49,3,1,10000,0,109000,5
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.6382,0,50,50,12,1,10000,0,60000,29
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.588,0,51,51,18,1,10000,0,110000,60
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.2568,0,52,52,73,1,25000,0,125000,31
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.3728,0,53,53,30,1,5000,0,16000,4
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.5566,0,54,54,26,1,10000,0,39000,150
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.1178,0,55,55,28,1,10000,0,109000,149
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.5682,0,56,56,83,1,25000,0,125000,89
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.3423,0,57,57,64,1,25000,0,150000,4
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.0514,0,58,58,61,1,25000,0,55000,6
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.8217,0,59,59,43,1,5000,0,106000,29
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,5.6188,0,60,60,48,1,5000,0,105000,60
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,right,1,10.8544,0,61,61,87,1,25000,0,75000,151
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,6.9711,0,62,62,36,1,5000,0,36000,9
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.3723,0,63,63,27,1,10000,0,61000,150
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.8463,0,64,64,79,1,25000,0,150000,61
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.5348,0,65,65,68,1,25000,0,125000,9
,,,,,,,,,,,,,,,,,,,,,,,001,600,2022-03-28_17h46.05.465,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.3284,0,66,66,29,1,10000,0,151000,151
