key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,1.484,space,7.143,space,17.39,space,4.665,left,2.196,space,1.826,left,0,5.636,0,0,0,1,1,25000,35000,150,002,59,2022-03-28_17h57.51.914,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,left,0,5.173,0,1,1,2,1,10000,19000,89,002,59,2022-03-28_17h57.51.914,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,right,1,3.859,0,2,2,0,1,10000,109000,9,002,59,2022-03-28_17h57.51.914,tareaTDv3,2020.2.5,MacIntel,60
