key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,key_resp_4.keys,key_resp_4.rt
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.2505,0,28,28,69,1,25000,0,150000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.1393,0,29,29,15,1,10000,0,20000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.2177,0,30,30,67,1,25000,0,75000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,0,4.13,0,31,31,26,1,10000,0,39000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.6112,0,32,32,50,1,5000,0,15000,91,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.9325,0,33,33,37,1,5000,0,56000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,3.0551,0,34,34,12,1,10000,0,60000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.1929,0,35,35,23,1,10000,0,110000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.1186,0,36,36,65,1,25000,0,35000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.0394,0,37,37,27,1,10000,0,61000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.1685,0,38,38,62,1,25000,0,75000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.6706,0,39,39,79,1,25000,0,150000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,7.9337,0,40,40,2,1,10000,0,61000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.2826,0,41,41,3,1,10000,0,109000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.3304,0,42,42,73,1,25000,0,125000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.4405,0,43,43,44,1,5000,0,150000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,0,6.4121,0,44,44,14,1,10000,0,150000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,6.4686,0,45,45,17,1,10000,0,60000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.6494,0,46,46,0,1,10000,0,20000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.7495,0,47,47,13,1,10000,0,111000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.0182,0,48,48,47,1,5000,0,56000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,10.73,0,49,49,39,1,5000,0,149000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.3101,0,50,50,30,1,5000,0,16000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,5.5286,0,51,51,86,1,25000,0,55000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,52,52,75,1,25000,0,35000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.7488,0,53,53,81,1,25000,0,55000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.2847,0,54,54,74,1,25000,0,150000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,0,5.2785,0,55,55,29,1,10000,0,151000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,7.3445,0,56,56,32,1,5000,0,54000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,0,7.018,0,57,57,45,1,5000,0,15000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.4492,0,58,58,85,1,25000,0,35000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,0,5.8042,0,59,59,88,1,25000,0,125000,149,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,17.7028,0,60,60,38,1,5000,0,104000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.5554,0,61,61,84,1,25000,0,150000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.0718,0,62,62,6,1,10000,0,40000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.0174,0,63,63,49,1,5000,0,149000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.4494,0,64,64,64,1,25000,0,150000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.3339,0,65,65,83,1,25000,0,125000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,6.8794,0,66,66,22,1,10000,0,61000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,0,0.5913,0,67,67,7,1,10000,0,59000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,5.1121,0,68,68,52,1,5000,0,56000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.0817,0,69,69,34,1,5000,0,151000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.8333,0,70,70,21,1,10000,0,40000,91,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.3028,0,71,71,56,1,5000,0,35000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,7.2113,0,72,72,87,1,25000,0,75000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,0,0.9875,0,73,73,16,1,10000,0,39000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,8.4314,0,74,74,54,1,5000,0,150000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.5665,0,75,75,25,1,10000,0,10000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.0157,0,76,76,68,1,25000,0,125000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,0,8.4681,0,77,77,41,1,5000,0,35000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.5165,0,78,78,51,1,5000,0,35000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.0888,0,79,79,66,1,25000,0,55000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.9901,0,80,80,42,1,5000,0,56000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.3094,0,81,81,55,1,5000,0,14000,149,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,4.2915,0,82,82,18,1,10000,0,110000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,12.1244,0,83,83,36,1,5000,0,36000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.2715,0,84,84,57,1,5000,0,55000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.5669,0,85,85,43,1,5000,0,106000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.8674,0,86,86,1,1,10000,0,39000,6,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.5329,0,87,87,59,1,5000,0,151000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,0,0.4334,0,88,88,31,1,5000,0,35000,6,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.6012,0,89,89,19,1,10000,0,149000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000612466,2022-06-09_14h35.17.518,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,right,1.7408
