key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,key_resp_4.keys,key_resp_4.rt
space,2.288,space,3.9038,space,0.439,space,1.7707,left,1.601,space,2.2719,right,1,1.7753,0,0,0,1,1,25000,35000,150,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,left,1,4.2568,0,1,1,0,1,10000,109000,9,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,2.3587,0,2,2,2,1,10000,19000,89,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,g,46.4077,right,1,2.4405,0,0,0,66,1,25000,0,55000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,8.8921,0,1,1,1,1,10000,0,39000,6,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,14.5871,0,2,2,54,1,5000,0,150000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,1.6572,0,3,3,75,1,25000,0,35000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,1.206,0,4,4,32,1,5000,0,54000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,2.212,0,5,5,72,1,25000,0,75000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,1.988,0,6,6,70,1,25000,0,35000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,11.4634,0,7,7,60,1,25000,0,35000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,17.9585,0,8,8,46,1,5000,0,36000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,1.3286,0,9,9,84,1,25000,0,150000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,2.0697,0,10,10,26,1,10000,0,39000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,1.0951,0,11,11,69,1,25000,0,150000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,0.9767,0,12,12,83,1,25000,0,125000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,2.5365,0,13,13,17,1,10000,0,60000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,2.9405,0,14,14,9,1,10000,0,151000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,0.8726,0,15,15,85,1,25000,0,35000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,1.1898,0,16,16,89,1,25000,0,150000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,6.6731,0,17,17,6,1,10000,0,40000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,6.9739,0,18,18,47,1,5000,0,56000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,3.8053,0,19,19,58,1,5000,0,106000,152,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,8.6355,0,20,20,65,1,25000,0,35000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,1.7235,0,21,21,27,1,10000,0,61000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.8504,0,22,22,33,1,5000,0,104000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,1.4279,0,23,23,88,1,25000,0,125000,149,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,0.7561,0,24,24,57,1,5000,0,55000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,,0,,0,25,25,25,1,10000,0,10000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,7.4712,0,26,26,77,1,25000,0,75000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,1.9601,0,27,27,87,1,25000,0,75000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,5.3033,0,28,28,78,1,25000,0,125000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,3.692,0,29,29,49,1,5000,0,149000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.7065,0,30,30,39,1,5000,0,149000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,6.2597,0,31,31,68,1,25000,0,125000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,5.4966,0,32,32,0,1,10000,0,20000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h17.53.431,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,18.637,0,33,33,14,1,10000,0,150000,30,,
