key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay
space,1.272,space,0.106,space,0.508,space,0.051,right,0.983,space,3.468,right,0,5.384,0,0,0,2,1,10000,19000,89,002,50,2022-03-28_17h52.57.132,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,
,,,,,,,,,,,,left,1,3.684,0,1,1,0,1,10000,109000,9,002,50,2022-03-28_17h52.57.132,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,
,,,,,,,,,,,,left,0,5.101,0,2,2,1,1,25000,35000,150,002,50,2022-03-28_17h52.57.132,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,002,50,2022-03-28_17h52.57.132,tareaTDv3,2020.2.5,MacIntel,60,g,98.049,left,1,8.718,0,0,0,60,1,25000,0,35000,5
,,,,,,,,,,,,,,,,,,,,,,,002,50,2022-03-28_17h52.57.132,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,3.569,0,1,1,8,1,10000,0,111000,10
,,,,,,,,,,,,,,,,,,,,,,,002,50,2022-03-28_17h52.57.132,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,2.068,0,2,2,31,1,5000,0,35000,6
,,,,,,,,,,,,,,,,,,,,,,,002,50,2022-03-28_17h52.57.132,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,2.455,0,3,3,20,1,10000,0,20000,90
,,,,,,,,,,,,,,,,,,,,,,,002,50,2022-03-28_17h52.57.132,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,3.124,0,4,4,75,1,25000,0,35000,60
,,,,,,,,,,,,,,,,,,,,,,,002,50,2022-03-28_17h52.57.132,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,4.384,0,5,5,52,1,5000,0,56000,89
,,,,,,,,,,,,,,,,,,,,,,,002,50,2022-03-28_17h52.57.132,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,3.681,0,6,6,63,1,25000,0,125000,4
