key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,0.7374,space,0.0796,space,0.0229,space,0.3556,left,7.3981,space,0.6129,right,0,0.8648,0,0,0,1,1,25000,35000,150,002,1053442021,2022-06-02_18h28.32.591,tareaTDv3,2020.2.5,Win32,60
,,,,,,,,,,,,left,0,3.0674,0,1,1,2,1,10000,19000,89,002,1053442021,2022-06-02_18h28.32.591,tareaTDv3,2020.2.5,Win32,60
,,,,,,,,,,,,right,1,2.8502,0,2,2,0,1,10000,109000,9,002,1053442021,2022-06-02_18h28.32.591,tareaTDv3,2020.2.5,Win32,60
