key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,4.3984,0,14,14,12,1,10000,0,60000,29
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,4.0757,0,15,15,22,1,10000,0,61000,89
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,5.1209,0,16,16,70,1,25000,0,35000,30
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,4.7678,0,17,17,83,1,25000,0,125000,89
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,2.2392,0,18,18,49,1,5000,0,149000,59
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.9748,0,19,19,59,1,5000,0,151000,150
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,2.3307,0,20,20,67,1,25000,0,75000,10
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,0,7.8232,0,21,21,65,1,25000,0,35000,11
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,4.925,0,22,22,51,1,5000,0,35000,89
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,3.5265,0,23,23,63,1,25000,0,125000,4
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,4.24,0,24,24,36,1,5000,0,36000,9
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,2.1653,0,25,25,41,1,5000,0,35000,31
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.6605,0,26,26,30,1,5000,0,16000,4
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,4.3798,0,27,27,0,1,10000,0,20000,5
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,1.1702,0,28,28,17,1,10000,0,60000,60
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,2.1383,0,29,29,34,1,5000,0,151000,4
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.6871,0,30,30,38,1,5000,0,104000,10
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,1.1505,0,31,31,24,1,10000,0,149000,89
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,0,5.6859,0,32,32,86,1,25000,0,55000,151
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,0,3.7553,0,33,33,20,1,10000,0,20000,90
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,2.2784,0,34,34,33,1,5000,0,104000,5
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,2.2753,0,35,35,79,1,25000,0,150000,61
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,5.5433,0,36,36,40,1,5000,0,14000,31
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.7532,0,37,37,53,1,5000,0,104000,90
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,3.1773,0,38,38,45,1,5000,0,15000,61
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,1.6538,0,39,39,43,1,5000,0,106000,29
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,0,4.3043,0,40,40,85,1,25000,0,35000,150
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,5.7575,0,41,41,56,1,5000,0,35000,150
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,3.0374,0,42,42,11,1,10000,0,39000,29
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,3.6905,0,43,43,89,1,25000,0,150000,150
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,6.869,0,44,44,82,1,25000,0,75000,90
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.6342,0,45,45,47,1,5000,0,56000,60
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,3.6985,0,46,46,4,1,10000,0,150000,5
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,1.0415,0,47,47,14,1,10000,0,150000,30
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.8204,0,48,48,46,1,5000,0,36000,61
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,4.6684,0,49,49,62,1,25000,0,75000,5
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,4.2444,0,50,50,73,1,25000,0,125000,31
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,4.4162,0,51,51,26,1,10000,0,39000,150
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,1.3489,0,52,52,37,1,5000,0,56000,9
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.7451,0,53,53,29,1,10000,0,151000,151
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.0661,0,54,54,9,1,10000,0,151000,11
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.9542,0,55,55,76,1,25000,0,55000,60
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.9286,0,56,56,25,1,10000,0,10000,150
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,2.2301,0,57,57,23,1,10000,0,110000,90
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.6658,0,58,58,50,1,5000,0,15000,91
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.5221,0,59,59,54,1,5000,0,150000,90
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.5356,0,60,60,19,1,10000,0,149000,61
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,1.9698,0,61,61,35,1,5000,0,15000,11
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,1.0856,0,62,62,60,1,25000,0,35000,5
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,3.2073,0,63,63,81,1,25000,0,55000,90
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,2.2024,0,64,64,75,1,25000,0,35000,60
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.0311,0,65,65,31,1,5000,0,35000,6
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.8363,0,66,66,44,1,5000,0,150000,30
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.9975,0,67,67,58,1,5000,0,106000,152
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,1.0701,0,68,68,77,1,25000,0,75000,59
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,3.4463,0,69,69,42,1,5000,0,56000,29
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,2.6509,0,70,70,27,1,10000,0,61000,150
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,1.5311,0,71,71,80,1,25000,0,35000,90
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,4.5316,0,72,72,61,1,25000,0,55000,6
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,3.904,0,73,73,6,1,10000,0,40000,10
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,2.741,0,74,74,87,1,25000,0,75000,151
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.8633,0,75,75,69,1,25000,0,150000,9
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.9198,0,76,76,66,1,25000,0,55000,11
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.8816,0,77,77,88,1,25000,0,125000,149
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.9612,0,78,78,55,1,5000,0,14000,149
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.659,0,79,79,78,1,25000,0,125000,59
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.3611,0,80,80,13,1,10000,0,111000,30
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,2.2599,0,81,81,64,1,25000,0,150000,4
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.5042,0,82,82,71,1,25000,0,55000,30
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.1744,0,83,83,7,1,10000,0,59000,9
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.8917,0,84,84,16,1,10000,0,39000,59
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.089,0,85,85,18,1,10000,0,110000,60
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.9195,0,86,86,52,1,5000,0,56000,89
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.6616,0,87,87,21,1,10000,0,40000,91
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,right,1,0.7406,0,88,88,39,1,5000,0,149000,10
,,,,,,,,,,,,,,,,,,,,,,001,572,2022-03-28_17h39.36.793,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.9584,0,89,89,15,1,10000,0,20000,59
