key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,3.308,space,12.549,space,5.985,space,5.386,right,4.077,space,3.334,right,1,1.668,0,0,0,0,1,10000,109000,9,002,50,2022-03-28_17h50.17.431,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,left,1,2.425,0,1,1,1,1,25000,35000,150,002,50,2022-03-28_17h50.17.431,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,right,1,1.011,0,2,2,2,1,10000,19000,89,002,50,2022-03-28_17h50.17.431,tareaTDv3,2020.2.5,MacIntel,60
