key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay
space,2.7551,space,0.5215,space,0.4731,space,1.3202,left,0.7521,space,5.1302,left,0,0.072,0,0,0,0,1,10000,109000,9,002,1000697575,2022-06-02_18h29.32.761,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,
,,,,,,,,,,,,right,1,0.1392,0,1,1,2,1,10000,19000,89,002,1000697575,2022-06-02_18h29.32.761,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,
,,,,,,,,,,,,right,1,0.1887,0,2,2,1,1,25000,35000,150,002,1000697575,2022-06-02_18h29.32.761,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h29.32.761,tareaTDv3,2020.2.5,MacIntel,60,g,21.332,right,0,1.5904,0,0,0,50,1,5000,0,15000,91
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h29.32.761,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,0.2334,0,1,1,39,1,5000,0,149000,10
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h29.32.761,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.3698,0,2,2,44,1,5000,0,150000,30
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h29.32.761,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,1.0714,0,3,3,14,1,10000,0,150000,30
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h29.32.761,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.4893,0,4,4,72,1,25000,0,75000,31
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h29.32.761,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,0.3199,0,5,5,25,1,10000,0,10000,150
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h29.32.761,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.357,0,6,6,9,1,10000,0,151000,11
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h29.32.761,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,2.7041,0,7,7,35,1,5000,0,15000,11
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h29.32.761,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,5.5725,0,8,8,81,1,25000,0,55000,90
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h29.32.761,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,0.4434,0,9,9,89,1,25000,0,150000,150
,,,,,,,,,,,,,,,,,,,,,,,002,1000697575,2022-06-02_18h29.32.761,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,0.0554,0,10,10,82,1,25000,0,75000,90
