key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,1.324,space,0.029,space,0.51,space,0.575,space,10.261,space,0.372,right,0,4.595,0,0,0,1,1,25000,35000,150,001,59,2022-03-28_17h55.52.013,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,right,0,4.142,0,1,1,2,1,10000,19000,89,001,59,2022-03-28_17h55.52.013,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,left,1,3.928,0,2,2,0,1,10000,109000,9,001,59,2022-03-28_17h55.52.013,tareaTDv3,2020.2.5,MacIntel,60
