key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,key_resp_4.keys,key_resp_4.rt
space,10.5912,space,14.0499,space,0.5686,space,2.0944,left,3.0526,space,3.6603,left,0,3.6,0,0,0,1,1,25000,35000,150,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,left,1,4.8224,0,1,1,0,1,10000,109000,9,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,left,0,3.0895,0,2,2,2,1,10000,19000,89,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,g,4.896,left,1,3.7376,0,0,0,8,1,10000,0,111000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.3259,0,1,1,87,1,25000,0,75000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.4366,0,2,2,65,1,25000,0,35000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,6.7818,0,3,3,17,1,10000,0,60000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.384,0,4,4,52,1,5000,0,56000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,6.262,0,5,5,60,1,25000,0,35000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,5.132,0,6,6,7,1,10000,0,59000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,0,3.4052,0,7,7,80,1,25000,0,35000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.1944,0,8,8,0,1,10000,0,20000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,0,4.1385,0,9,9,6,1,10000,0,40000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,4.7228,0,10,10,24,1,10000,0,149000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,4.6738,0,11,11,54,1,5000,0,150000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.3453,0,12,12,81,1,25000,0,55000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.298,0,13,13,67,1,25000,0,75000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.8575,0,14,14,22,1,10000,0,61000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.8234,0,15,15,18,1,10000,0,110000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.0366,0,16,16,85,1,25000,0,35000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.2706,0,17,17,50,1,5000,0,15000,91,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,0,5.5705,0,18,18,41,1,5000,0,35000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,3.8212,0,19,19,19,1,10000,0,149000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.7541,0,20,20,31,1,5000,0,35000,6,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,4.1091,0,21,21,29,1,10000,0,151000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.4898,0,22,22,53,1,5000,0,104000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,0,0.553,0,23,23,83,1,25000,0,125000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,4.6744,0,24,24,64,1,25000,0,150000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,3.0233,0,25,25,13,1,10000,0,111000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.1219,0,26,26,32,1,5000,0,54000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.5677,0,27,27,36,1,5000,0,36000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.771,0,28,28,26,1,10000,0,39000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,0,3.046,0,29,29,45,1,5000,0,15000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,4.8424,0,30,30,69,1,25000,0,150000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.0897,0,31,31,49,1,5000,0,149000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.2242,0,32,32,28,1,10000,0,109000,149,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.5856,0,33,33,88,1,25000,0,125000,149,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.6878,0,34,34,86,1,25000,0,55000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.3466,0,35,35,72,1,25000,0,75000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.4737,0,36,36,71,1,25000,0,55000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.8076,0,37,37,44,1,5000,0,150000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.2913,0,38,38,9,1,10000,0,151000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,0,5.2944,0,39,39,78,1,25000,0,125000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,3.4707,0,40,40,63,1,25000,0,125000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,3.3846,0,41,41,84,1,25000,0,150000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.993,0,42,42,58,1,5000,0,106000,152,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.5906,0,43,43,79,1,25000,0,150000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,0,0.2175,0,44,44,11,1,10000,0,39000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,0,0.3481,0,45,45,51,1,5000,0,35000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.911,0,46,46,42,1,5000,0,56000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.2414,0,47,47,16,1,10000,0,39000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,14.8333,0,48,48,73,1,25000,0,125000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,6.6242,0,49,49,30,1,5000,0,16000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,5.0947,0,50,50,38,1,5000,0,104000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,4.0549,0,51,51,27,1,10000,0,61000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,410,2022-06-02_18h16.13.916,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.5707,0,52,52,61,1,25000,0,55000,6,,
