key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay
space,1.28271,space,17.69584,space,6.8243,space,4.54626,right,5.609815,space,1.370615,left,1,7.76662,0,0,0,2,1,10000,19000,89,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,
,,,,,,,,,,,,left,0,5.77842,0,1,1,1,1,25000,35000,150,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,
,,,,,,,,,,,,left,1,6.08282,0,2,2,0,1,10000,109000,9,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,g,9.653335,left,0,12.61018,0,0,0,81,1,25000,0,55000,90
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,6.4799,0,1,1,75,1,25000,0,35000,60
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,5.309755,0,2,2,23,1,10000,0,110000,90
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,5.942575,0,3,3,18,1,10000,0,110000,60
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,3.702455,0,4,4,82,1,25000,0,75000,90
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,5.47602,0,5,5,33,1,5000,0,104000,5
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,6.55535,0,6,6,1,1,10000,0,39000,6
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,4.90235,0,7,7,37,1,5000,0,56000,9
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,5.242485,0,8,8,55,1,5000,0,14000,149
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,3.5876,0,9,9,31,1,5000,0,35000,6
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,3.75922,0,10,10,88,1,25000,0,125000,149
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,2.485575,0,11,11,58,1,5000,0,106000,152
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,2.73767,0,12,12,44,1,5000,0,150000,30
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,7.75927,0,13,13,0,1,10000,0,20000,5
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,7.95366,0,14,14,71,1,25000,0,55000,30
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,4.99059,0,15,15,29,1,10000,0,151000,151
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,10.52426,0,16,16,14,1,10000,0,150000,30
,,,,,,,,,,,,,,,,,,,,,,,002,5,2022-03-28_17h45.32.796,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,8.751215,0,17,17,21,1,10000,0,40000,91
