Performance,RT,ProbRatio,NumRatio,DenRatio,AreaCtl,WinSide1,WinSide2,DenSide1,DenSide2,ProbSide1,ProbSide2,sideR,subID
1,0.50013,1,0.5,0.5,1,18,9,24,12,0.75,0.75,1,12
0,0.54117,1,0.6,0.6,2,3,5,12,20,0.25,0.25,2,12
0,0.57329,0.8,1,0.8,2,15,15,20,25,0.75,0.6,2,12
1,0.54972,0.8,0.1,0.125,2,3,30,4,32,0.75,0.9375,2,12
1,0.43978,0.5,0.125,0.25,2,24,3,32,8,0.75,0.375,1,12
0,0.60073,0.5,0.13333,0.26667,1,15,2,30,8,0.5,0.25,2,12
0,0.87587,0.5,0.66667,0.33333,2,2,3,4,12,0.5,0.25,2,12
1,0.48966,0.5,0.2,0.4,2,5,1,20,8,0.25,0.125,1,12
1,0.57305,0.5,0.63636,0.78571,2,7,11,28,22,0.25,0.5,2,12
1,0.60067,0.5,0.14286,0.28571,2,1,7,8,28,0.125,0.25,2,12
1,0.59981,1,1,1,2,3,3,6,6,0.5,0.5,1,12
0,0.51006,1,0.875,0.875,2,7,8,28,32,0.25,0.25,2,12
1,0.75389,0.66667,1,0.66667,1,6,6,24,16,0.25,0.375,2,12
1,0.56382,0.5,0.125,0.25,2,16,2,32,8,0.5,0.25,1,12
0,0.53826,1,0.30769,0.30769,2,4,13,8,26,0.5,0.5,2,12
0,0.55995,0.5,0.5,0.25,1,12,6,32,8,0.375,0.75,1,12
0,0.55221,0.66667,0.75,0.5,1,12,16,16,32,0.75,0.5,2,12
1,0.50463,0.5,0.77778,0.64286,2,7,9,28,18,0.25,0.5,2,12
0,0.46852,0.66667,0.27273,0.18182,1,11,3,22,4,0.5,0.75,1,12
0,0.53647,0.8,0.71429,0.57143,1,21,15,28,16,0.75,0.9375,1,12
0,0.78639,1,0.75,0.75,1,4,3,16,12,0.25,0.25,2,12
0,0.55614,0.66667,0.81818,0.54545,2,11,9,22,12,0.5,0.75,1,12
0,0.68107,1,0.4,0.4,1,6,15,12,30,0.5,0.5,2,12
0,0.88466,0.8,0.71429,0.57143,1,7,5,28,16,0.25,0.3125,1,12
0,0.75643,0.5,1,0.5,1,2,2,8,16,0.25,0.125,2,12
0,0.69688,1,0.14286,0.14286,1,1,7,4,28,0.25,0.25,2,12
1,0.68705,1,1,1,1,12,12,16,16,0.75,0.75,1,12
1,0.44317,0.8,0.2,0.25,2,30,6,32,8,0.9375,0.75,1,12
1,0.79591,0.8,0.83333,0.66667,1,12,10,24,16,0.5,0.625,2,12
0,0.58297,0.8,0.5,0.4,2,10,5,20,8,0.5,0.625,1,12
0,0.66851,0.5,0.5,0.25,2,2,4,8,32,0.25,0.125,2,12
1,0.55837,1,0.76923,0.76923,1,10,13,20,26,0.5,0.5,1,12
0,0.54394,0.5,0.25,0.125,1,12,3,32,4,0.375,0.75,1,12
1,0.85113,0.5,1,0.5,1,9,9,12,24,0.75,0.375,1,12
0,0.86561,0.8,0.7,0.56,1,10,7,25,14,0.4,0.5,1,12
1,0.41062,0.66667,0.83333,0.8,2,12,10,16,20,0.75,0.5,1,12
1,0.53412,0.66667,0.71429,0.93333,2,5,7,30,28,0.16667,0.25,2,12
1,0.51731,1,0.57143,0.57143,1,21,12,28,16,0.75,0.75,1,12
1,0.63944,0.5,0.5,0.25,2,3,6,4,16,0.75,0.375,1,12
0,0.5529,0.66667,0.33333,0.5,1,3,9,9,18,0.33333,0.5,1,12
1,0.52502,0.66667,1,0.66667,1,9,9,18,12,0.5,0.75,2,12
1,0.55091,0.66667,0.66667,1,1,15,10,20,20,0.75,0.5,1,12
0,0.6641,1,0.6,0.6,2,5,3,20,12,0.25,0.25,2,12
1,0.44414,1,0.5,0.5,2,12,6,16,8,0.75,0.75,1,12
0,0.63982,0.8,0.75,0.6,1,6,8,12,20,0.5,0.4,2,12
1,0.43413,0.66667,0.57143,0.85714,1,7,4,14,12,0.5,0.33333,1,12
0,0.63627,0.66667,0.5,0.75,2,9,18,18,24,0.5,0.75,1,12
1,0.49818,0.66667,0.66667,1,2,12,8,16,16,0.75,0.5,1,12
1,0.53134,0.8,0.5,0.625,1,15,30,20,32,0.75,0.9375,2,12
1,0.76543,0.5,0.75,0.375,2,12,9,32,12,0.375,0.75,2,12
0,0.50742,0.66667,0.42857,0.28571,1,7,3,28,8,0.25,0.375,1,12
1,0.89914,0.8,0.28571,0.35714,2,7,2,28,10,0.25,0.2,1,12
0,0.55486,0.66667,0.69231,0.46154,1,9,13,12,26,0.75,0.5,2,12
1,0.43545,0.8,1,0.8,1,15,15,16,20,0.9375,0.75,1,12
1,0.63598,0.8,0.61538,0.76923,2,8,13,20,26,0.4,0.5,2,12
1,0.59793,0.66667,0.58333,0.875,1,14,24,28,32,0.5,0.75,2,12
1,0.61998,0.66667,0.5,0.33333,2,3,6,4,12,0.75,0.5,1,12
1,0.5497,0.5,0.66667,0.33333,1,6,9,8,24,0.75,0.375,1,12
0,0.66419,1,0.25,0.25,2,8,2,32,8,0.25,0.25,2,12
0,0.71211,0.66667,0.6,0.4,2,5,3,20,8,0.25,0.375,1,12
1,0.40969,0.8,0.8,1,1,15,12,16,16,0.9375,0.75,1,12
1,0.56502,0.5,0.2,0.4,1,3,15,12,30,0.25,0.5,2,12
1,0.71619,0.5,0.5,0.25,1,12,6,32,8,0.375,0.75,2,12
1,1.009,0.5,0.25,0.125,1,4,1,32,4,0.125,0.25,2,12
0,0.69007,0.8,0.1,0.125,2,10,1,32,4,0.3125,0.25,2,12
1,0.85388,0.66667,0.66667,1,2,6,9,12,12,0.5,0.75,2,12
1,0.62298,0.66667,0.85714,0.57143,2,6,7,16,28,0.375,0.25,1,12
1,0.70681,0.5,0.875,0.4375,1,7,8,14,32,0.5,0.25,1,12
0,0.96769,0.8,0.8,0.64,2,4,5,16,25,0.25,0.2,2,12
1,0.45943,0.5,0.33333,0.16667,2,3,9,4,24,0.75,0.375,1,12
1,0.65904,0.5,0.66667,0.33333,1,6,9,8,24,0.75,0.375,1,12
1,0.66592,1,0.83333,0.83333,2,10,12,20,24,0.5,0.5,1,12
1,0.49945,0.8,0.55,0.6875,2,20,11,32,22,0.625,0.5,1,12
1,0.66799,0.5,0.25,0.125,2,8,2,32,4,0.25,0.5,2,12
0,0.54819,0.66667,0.41667,0.625,2,10,24,20,32,0.5,0.75,1,12
1,0.55532,1,0.33333,0.33333,2,9,3,12,4,0.75,0.75,1,12
1,0.77654,1,1,1,1,6,6,24,24,0.25,0.25,1,12
1,0.51146,0.8,0.3,0.375,1,10,3,32,12,0.3125,0.25,1,12
0,0.61497,0.5,0.25,0.125,1,3,12,4,32,0.75,0.375,2,12
1,0.48266,1,0.66667,0.66667,1,18,12,24,16,0.75,0.75,1,12
1,0.70473,0.66667,0.3,0.2,2,3,10,4,20,0.75,0.5,1,12
0,0.73194,1,0.42857,0.42857,1,3,7,12,28,0.25,0.25,2,12
1,0.5645,0.5,0.3125,0.625,2,16,5,32,20,0.5,0.25,1,12
1,0.65568,0.5,1,0.5,1,6,6,24,12,0.25,0.5,2,12
1,0.51085,0.5,0.42857,0.85714,1,14,6,28,24,0.5,0.25,1,12
1,0.63832,0.5,0.71429,0.35714,1,5,7,10,28,0.5,0.25,1,12
1,0.7034,0.5,0.83333,0.41667,1,6,5,24,10,0.25,0.5,2,12
0,0.71791,0.66667,1,0.66667,2,6,6,24,16,0.25,0.375,1,12
1,0.54061,1,0.75,0.75,2,9,12,18,24,0.5,0.5,1,12
0,0.60649,1,0.42857,0.42857,1,3,7,12,28,0.25,0.25,2,12
1,0.50352,1,0.4375,0.4375,1,16,7,32,14,0.5,0.5,1,12
1,0.59177,0.5,1,0.5,2,4,4,16,8,0.25,0.5,2,12
1,0.66139,0.66667,0.8,0.83333,2,12,15,24,20,0.5,0.75,2,12
1,0.59357,0.5,0.66667,0.33333,1,3,2,24,8,0.125,0.25,2,12
1,0.56621,0.66667,0.6,0.4,1,3,5,8,20,0.375,0.25,1,12
1,0.59738,0.8,0.5,0.4,1,2,1,10,4,0.2,0.25,2,12
0,0.82214,0.5,0.33333,0.16667,2,3,9,4,24,0.75,0.375,2,12
0,0.64722,0.5,0.2,0.4,2,1,5,4,10,0.25,0.5,1,12
1,0.99527,0.66667,0.16667,0.25,2,1,6,6,24,0.16667,0.25,2,12
0,0.74283,0.8,0.5,0.625,1,5,10,20,32,0.25,0.3125,1,12
0,0.5714,0.8,0.5,0.4,1,5,10,8,20,0.625,0.5,2,12
1,0.62358,1,0.125,0.125,1,24,3,32,4,0.75,0.75,1,12
1,1.0451,1,0.5,0.5,1,6,3,24,12,0.25,0.25,1,12
1,0.43748,0.8,0.4,0.5,2,15,6,16,8,0.9375,0.75,1,12
0,0.61081,0.66667,0.125,0.1875,2,8,1,32,6,0.25,0.16667,2,12
0,0.50008,0.8,0.83333,0.66667,1,6,5,24,16,0.25,0.3125,1,12
1,0.4416,1,0.2,0.2,2,3,15,4,20,0.75,0.75,1,12
1,0.90607,0.5,0.8,0.4,2,4,5,8,20,0.5,0.25,1,12
1,0.58218,0.8,1,0.8,1,15,15,20,16,0.75,0.9375,2,12
1,0.55062,0.5,0.25,0.125,2,12,3,32,4,0.375,0.75,2,12
1,0.47319,1,0.33333,0.33333,2,6,18,8,24,0.75,0.75,1,12
1,0.55858,0.8,0.33333,0.26667,2,15,5,30,8,0.5,0.625,2,12
1,0.57908,0.8,0.2,0.25,2,10,2,16,4,0.625,0.5,1,12
1,0.71746,0.5,0.28571,0.57143,1,7,2,14,8,0.5,0.25,1,12
0,0.5403,0.5,0.71429,0.35714,1,5,7,10,28,0.5,0.25,2,12
1,0.48374,0.8,0.5,0.625,1,3,6,15,24,0.2,0.25,2,12
0,0.77084,1,0.45455,0.45455,2,5,11,10,22,0.5,0.5,2,12
1,0.61535,0.5,0.125,0.25,1,3,24,8,32,0.375,0.75,2,12
1,0.66019,1,0.4,0.4,2,4,10,8,20,0.5,0.5,1,12
0,0.90069,0.8,0.71429,0.57143,1,7,5,28,16,0.25,0.3125,1,12
0,0.47939,1,0.75,0.75,1,18,24,24,32,0.75,0.75,2,12
1,0.8017,0.8,0.71429,0.57143,2,21,15,28,16,0.75,0.9375,2,12
1,0.60184,0.5,0.71429,0.35714,2,7,5,28,10,0.25,0.5,2,12
0,0.82836,0.8,0.71429,0.57143,1,5,7,16,28,0.3125,0.25,2,12
1,0.67083,0.5,0.16667,0.33333,1,6,1,24,8,0.25,0.125,1,12
1,0.60196,0.5,0.375,0.75,2,9,24,24,32,0.375,0.75,2,12
1,0.57708,1,0.5,0.5,2,10,5,20,10,0.5,0.5,1,12
1,0.78467,1,0.69231,0.69231,2,9,13,18,26,0.5,0.5,1,12
1,0.62693,0.66667,0.92308,0.61538,1,13,12,26,16,0.5,0.75,2,12
1,0.66677,0.8,0.71429,0.57143,2,21,15,28,16,0.75,0.9375,2,12
0,0.63117,1,0.33333,0.33333,1,2,6,8,24,0.25,0.25,2,12
1,0.59119,0.5,1,0.5,2,5,5,20,10,0.25,0.5,2,12
1,0.5908,0.5,1,0.5,1,2,2,4,8,0.5,0.25,1,12
0,0.56136,0.8,0.6,0.75,2,5,3,16,12,0.3125,0.25,2,12
0,0.62077,1,0.85714,0.85714,2,21,18,28,24,0.75,0.75,2,12
1,0.56062,0.66667,0.54167,0.8125,2,24,13,32,26,0.75,0.5,1,12
0,0.64209,1,0.33333,0.33333,1,2,6,8,24,0.25,0.25,2,12
1,0.93956,0.66667,0.8,0.53333,1,5,4,15,8,0.33333,0.5,2,12
1,0.57889,1,0.63636,0.63636,1,7,11,14,22,0.5,0.5,1,12
1,0.59528,1,0.16667,0.16667,1,12,2,24,4,0.5,0.5,1,12
1,0.70783,0.66667,0.22222,0.33333,1,2,9,8,24,0.25,0.375,2,12
1,0.8991,0.8,0.71429,0.57143,1,15,21,16,28,0.9375,0.75,1,12
0,0.51294,0.66667,0.57143,0.85714,2,7,4,28,24,0.25,0.16667,2,12
1,0.52199,1,0.66667,0.66667,2,18,12,24,16,0.75,0.75,1,12
1,0.62964,1,0.46667,0.46667,1,15,7,30,14,0.5,0.5,1,12
1,0.60996,1,0.92308,0.92308,2,13,12,26,24,0.5,0.5,1,12
1,0.70906,1,0.15385,0.15385,1,13,2,26,4,0.5,0.5,1,12
1,0.73417,0.5,0.33333,0.16667,1,6,2,24,4,0.25,0.5,2,12
1,0.72025,0.5,0.33333,0.16667,1,3,9,4,24,0.75,0.375,1,12
1,0.76255,1,0.4,0.4,2,6,15,8,20,0.75,0.75,1,12
1,0.54248,0.5,0.75,0.375,2,12,9,32,12,0.375,0.75,2,12
1,0.74204,1,0.5,0.5,2,24,12,32,16,0.75,0.75,1,12
1,0.74078,0.5,0.5,1,2,6,3,8,8,0.75,0.375,1,12
1,0.65342,0.8,0.625,0.5,1,15,24,16,32,0.9375,0.75,1,12
0,0.71687,0.5,0.75,0.375,2,3,4,6,16,0.5,0.25,2,12
1,0.47269,0.8,0.33333,0.41667,1,3,1,12,5,0.25,0.2,1,12
1,0.49961,1,0.93333,0.93333,1,15,14,30,28,0.5,0.5,1,12
0,0.72355,0.66667,0.33333,0.22222,1,3,1,18,4,0.16667,0.25,1,12
1,0.54881,1,1,1,1,3,3,6,6,0.5,0.5,1,12
1,0.61235,0.8,0.1,0.125,2,1,10,4,32,0.25,0.3125,2,12
1,0.87817,0.66667,0.8,0.53333,1,8,10,16,30,0.5,0.33333,1,12
1,0.66644,0.66667,0.75,0.5,2,8,6,32,16,0.25,0.375,2,12
1,0.65307,0.66667,0.4,0.26667,2,6,15,8,30,0.75,0.5,1,12
1,0.72191,1,0.57143,0.57143,2,14,8,28,16,0.5,0.5,1,12
0,0.58247,0.66667,0.375,0.25,2,3,8,8,32,0.375,0.25,2,12
1,0.8137,1,0.28571,0.28571,2,21,6,28,8,0.75,0.75,1,12
1,0.74303,0.5,0.083333,0.16667,1,12,1,24,4,0.5,0.25,1,12
0,0.53865,0.8,1,0.8,1,10,10,20,16,0.5,0.625,1,12
1,0.63697,0.5,0.3,0.6,2,3,10,12,20,0.25,0.5,2,12
0,0.65809,1,0.875,0.875,1,14,16,28,32,0.5,0.5,2,12
1,0.67694,1,0.42857,0.42857,2,9,21,12,28,0.75,0.75,1,12
0,0.71314,1,0.8125,0.8125,1,13,16,26,32,0.5,0.5,2,12
1,0.64437,0.8,0.625,0.5,2,24,15,32,16,0.75,0.9375,2,12
1,0.53714,0.5,0.5,0.25,1,6,12,8,32,0.75,0.375,1,12
1,0.5618,0.5,0.375,0.1875,2,8,3,32,6,0.25,0.5,2,12
1,0.64193,0.8,0.625,0.5,1,5,8,16,32,0.3125,0.25,1,12
1,0.63106,0.66667,0.25,0.16667,2,3,12,4,24,0.75,0.5,1,12
1,0.55268,0.8,0.83333,0.66667,2,15,18,16,24,0.9375,0.75,1,12
1,0.77916,1,0.85714,0.85714,2,21,18,28,24,0.75,0.75,1,12
1,0.99412,0.66667,0.9,0.6,2,10,9,20,12,0.5,0.75,2,12
1,0.65055,0.8,0.625,0.5,1,15,24,16,32,0.9375,0.75,1,12
0,0.81312,0.66667,0.5,0.75,1,12,6,32,24,0.375,0.25,2,12
0,0.47526,0.5,0.25,0.5,1,1,4,4,8,0.25,0.5,1,12
1,0.77133,1,1,1,1,1,1,4,4,0.25,0.25,1,12
1,0.49186,0.5,0.375,0.75,2,24,9,32,24,0.75,0.375,1,12
0,0.72272,0.66667,1,0.66667,2,12,12,24,16,0.5,0.75,1,12
0,0.77386,1,0.2,0.2,1,5,1,20,4,0.25,0.25,2,12
1,0.86949,0.8,0.71429,0.57143,1,15,21,16,28,0.9375,0.75,1,12
0,0.61733,1,0.66667,0.66667,1,2,3,8,12,0.25,0.25,2,12
1,0.57929,0.5,0.5,1,1,12,6,16,16,0.75,0.375,1,12
0,0.79095,1,0.625,0.625,2,5,8,20,32,0.25,0.25,2,12
1,0.55774,0.66667,0.85714,0.77778,2,6,7,18,14,0.33333,0.5,2,12
1,0.70261,0.5,0.25,0.5,2,3,12,8,16,0.375,0.75,2,12
0,0.63729,1,0.28571,0.28571,1,6,21,8,28,0.75,0.75,2,12
1,0.58111,0.5,0.5,1,1,9,18,24,24,0.375,0.75,2,12
0,0.93879,0.8,0.4,0.5,1,5,2,20,10,0.25,0.2,2,12
1,0.8422,0.8,0.5,0.4,2,4,2,20,8,0.2,0.25,2,12
1,0.58943,0.5,0.8,0.625,1,4,5,32,20,0.125,0.25,2,12
1,0.53364,0.5,0.5,1,2,6,12,16,16,0.375,0.75,2,12
0,0.53773,1,0.25,0.25,1,6,24,8,32,0.75,0.75,2,12
0,0.75582,0.8,0.38462,0.30769,2,5,13,8,26,0.625,0.5,2,12
0,0.85295,0.5,0.6,0.3,1,5,3,20,6,0.25,0.5,1,12
1,0.92437,0.8,0.71429,0.57143,1,21,15,28,16,0.75,0.9375,2,12
1,0.67479,0.5,0.33333,0.16667,2,2,6,4,24,0.5,0.25,1,12
0,0.74073,0.8,0.28571,0.35714,1,7,2,28,10,0.25,0.2,2,12
1,0.58447,0.5,0.125,0.25,2,1,8,4,16,0.25,0.5,2,12
0,0.98121,0.8,0.1,0.125,2,30,3,32,4,0.9375,0.75,2,12
1,0.99488,0.5,0.5,0.25,1,6,12,8,32,0.75,0.375,1,12
1,0.6632,0.5,0.25,0.125,1,12,3,32,4,0.375,0.75,2,12
0,1.0263,1,0.6,0.6,2,3,5,12,20,0.25,0.25,2,12
0,0.91386,0.66667,1,0.66667,1,15,15,20,30,0.75,0.5,2,12
1,0.59872,0.66667,1,0.66667,1,12,12,24,16,0.5,0.75,2,12
1,0.47056,0.8,0.2,0.25,1,30,6,32,8,0.9375,0.75,1,12
1,0.54364,0.5,0.4,0.8,1,2,5,16,20,0.125,0.25,2,12
1,0.65543,1,0.5,0.5,1,2,1,8,4,0.25,0.25,1,12
0,0.68764,0.8,0.375,0.3,1,8,3,20,6,0.4,0.5,1,12
1,0.55197,0.66667,0.75,0.5,2,4,3,12,6,0.33333,0.5,2,12
0,0.826,1,0.33333,0.33333,2,3,1,12,4,0.25,0.25,2,12
1,0.5246,0.5,0.8,0.625,1,12,15,32,20,0.375,0.75,2,12
1,0.57255,0.8,0.71429,0.57143,2,15,21,16,28,0.9375,0.75,1,12
0,0.61643,1,0.5,0.5,1,2,1,8,4,0.25,0.25,2,12
1,0.58649,0.8,0.7,0.875,1,30,21,32,28,0.9375,0.75,1,12
1,0.56317,0.66667,0.4,0.26667,1,5,2,30,8,0.16667,0.25,2,12
1,0.50411,0.66667,0.125,0.1875,2,8,1,32,6,0.25,0.16667,1,12
0,0.68776,0.8,0.6,0.75,2,3,5,15,20,0.2,0.25,1,12
1,0.76795,0.5,1,0.5,2,3,3,8,4,0.375,0.75,2,12
1,0.70465,0.66667,0.5,0.33333,2,2,1,12,4,0.16667,0.25,2,12
0,0.68147,0.66667,0.81818,0.54545,2,9,11,12,22,0.75,0.5,2,12
1,0.63601,0.5,0.28571,0.14286,2,2,7,4,28,0.5,0.25,1,12
1,0.65986,0.5,0.6,0.3,2,5,3,20,6,0.25,0.5,2,12
1,0.59898,0.5,0.6,0.83333,2,6,10,24,20,0.25,0.5,2,12
1,0.68384,0.5,0.33333,0.16667,1,9,3,24,4,0.375,0.75,2,12
1,0.53442,0.5,0.625,0.3125,1,8,5,32,10,0.25,0.5,2,12
1,0.62031,0.66667,1,0.66667,1,6,6,8,12,0.75,0.5,1,12
0,0.57735,0.66667,0.55556,0.83333,2,9,5,24,20,0.375,0.25,2,12
0,0.62613,0.8,1,0.8,1,3,3,15,12,0.2,0.25,1,12
1,0.63593,0.8,0.33333,0.26667,2,3,1,15,4,0.2,0.25,2,12
1,0.47101,0.8,0.4,0.5,1,4,10,16,32,0.25,0.3125,2,12
0,0.58919,0.66667,0.375,0.5625,2,8,3,32,18,0.25,0.16667,2,12
0,0.76533,1,0.61538,0.61538,1,8,13,16,26,0.5,0.5,2,12
0,0.56203,0.8,0.71429,0.57143,2,21,15,28,16,0.75,0.9375,1,12
0,0.51752,1,0.75,0.75,2,3,4,6,8,0.5,0.5,2,12
1,0.43888,0.5,0.2,0.4,1,3,15,8,20,0.375,0.75,2,12
1,0.59669,0.5,1,0.5,2,2,2,8,4,0.25,0.5,2,12
0,0.57271,1,0.5,0.5,1,4,8,16,32,0.25,0.25,2,12
0,0.62763,1,0.38462,0.38462,2,5,13,10,26,0.5,0.5,2,12
0,0.51975,1,0.25,0.25,2,6,24,8,32,0.75,0.75,2,12
1,0.59492,0.66667,0.5,0.75,1,3,6,12,16,0.25,0.375,2,12
1,0.62462,0.66667,0.25,0.375,2,2,8,6,16,0.33333,0.5,2,12
0,0.68282,0.5,1,0.5,1,9,9,12,24,0.75,0.375,2,12
1,0.69935,0.5,1,0.5,1,6,6,24,12,0.25,0.5,2,12
1,0.59458,0.5,0.5,0.25,2,6,12,8,32,0.75,0.375,1,12
1,0.53814,0.5,0.42857,0.21429,2,7,3,28,6,0.25,0.5,2,12
0,0.6333,0.66667,0.83333,0.8,1,5,6,10,8,0.5,0.75,1,12
1,0.52383,0.66667,0.64286,0.42857,2,14,9,28,12,0.5,0.75,2,12
1,0.78709,0.66667,1,0.66667,2,6,6,12,8,0.5,0.75,2,12
1,0.70128,0.8,0.4,0.5,1,12,30,16,32,0.75,0.9375,2,12
1,0.70472,0.5,0.42857,0.85714,2,9,21,24,28,0.375,0.75,2,12
1,0.79823,0.5,0.5,0.25,2,3,6,6,24,0.5,0.25,1,12
1,0.43598,0.8,0.3,0.375,1,30,9,32,12,0.9375,0.75,1,12
0,0.59295,0.8,0.71429,0.57143,1,21,15,28,16,0.75,0.9375,1,12
1,0.77753,0.8,0.71429,0.57143,1,21,15,28,16,0.75,0.9375,2,12
1,0.55932,0.8,0.83333,0.66667,2,18,15,24,16,0.75,0.9375,2,12
1,0.75545,0.8,0.7,0.875,2,10,7,32,28,0.3125,0.25,1,12
1,0.5985,0.66667,0.54545,0.36364,2,11,6,22,8,0.5,0.75,2,12
1,0.53351,0.66667,1,0.66667,2,3,3,8,12,0.375,0.25,1,12
1,0.58686,0.8,0.66667,0.83333,1,15,10,30,25,0.5,0.4,1,12
1,0.76841,0.8,1,0.8,2,15,15,16,20,0.9375,0.75,1,12
1,0.74735,1,0.28571,0.28571,2,4,14,8,28,0.5,0.5,1,12
1,0.66554,0.66667,0.4,0.26667,1,6,15,8,30,0.75,0.5,1,12
0,0.59484,0.5,0.71429,0.35714,1,5,7,10,28,0.5,0.25,2,12
1,0.47576,1,1,1,2,3,3,6,6,0.5,0.5,1,12
1,0.74625,1,0.13333,0.13333,1,15,2,30,4,0.5,0.5,1,12
1,0.8802,0.66667,1,0.66667,1,3,3,8,12,0.375,0.25,1,12
0,0.79919,1,0.8,0.8,2,4,5,16,20,0.25,0.25,2,12
1,0.50177,0.5,0.25,0.5,1,6,24,16,32,0.375,0.75,2,12
1,0.63766,0.66667,0.88889,0.75,2,9,8,12,16,0.75,0.5,1,12
0,0.75753,1,0.8,0.8,2,15,12,30,24,0.5,0.5,2,12
1,0.65421,1,1,1,2,3,3,4,4,0.75,0.75,1,12
0,0.6303,1,0.125,0.125,2,8,1,32,4,0.25,0.25,2,12
1,0.59596,1,0.75,0.75,1,6,8,24,32,0.25,0.25,1,12
1,0.54306,0.5,1,0.5,2,12,12,16,32,0.75,0.375,1,12
1,0.78756,1,0.75,0.75,1,12,9,16,12,0.75,0.75,1,12
0,0.70638,1,1,1,1,2,2,8,8,0.25,0.25,2,12
0,0.54493,1,0.28571,0.28571,2,6,21,8,28,0.75,0.75,2,12
1,0.7858,1,1,1,2,1,1,4,4,0.25,0.25,1,12
0,0.66757,0.66667,0.85714,0.57143,1,6,7,16,28,0.375,0.25,2,12
1,0.88086,0.8,0.66667,0.53333,1,3,2,15,8,0.2,0.25,2,12
0,0.63216,0.8,1,0.8,1,5,5,20,25,0.25,0.2,2,12
1,0.69772,1,0.6,0.6,2,15,9,20,12,0.75,0.75,1,12
1,0.63917,0.66667,0.83333,0.8,1,18,15,24,30,0.75,0.5,1,12
0,0.56727,0.8,0.2,0.25,2,10,2,32,8,0.3125,0.25,2,12
1,0.48404,0.66667,1,0.66667,1,3,3,12,18,0.25,0.16667,1,12
1,0.45931,0.8,0.5,0.625,2,30,15,32,20,0.9375,0.75,1,12
1,0.63332,0.8,0.3,0.375,1,9,30,12,32,0.75,0.9375,2,12
1,0.69247,0.5,0.5,1,2,3,6,12,12,0.25,0.5,2,12
1,0.71592,0.5,0.5,0.25,1,6,3,24,6,0.25,0.5,2,12
1,0.85335,1,0.33333,0.33333,1,3,1,12,4,0.25,0.25,1,12
1,0.45362,0.8,0.8,1,1,10,8,16,16,0.625,0.5,1,12
1,0.50226,0.66667,0.38095,0.57143,1,21,8,28,16,0.75,0.5,1,12
1,0.47658,0.66667,0.28571,0.42857,1,21,6,28,12,0.75,0.5,1,12
1,0.63195,0.8,0.8,1,2,4,5,10,10,0.4,0.5,2,12
1,0.64708,0.8,0.5,0.625,1,15,30,20,32,0.75,0.9375,2,12
1,0.63019,0.5,0.33333,0.16667,2,9,3,24,4,0.375,0.75,2,12
1,0.60251,0.5,0.33333,0.16667,1,1,3,4,24,0.25,0.125,1,12
1,0.52846,0.8,0.71429,0.57143,2,15,21,16,28,0.9375,0.75,1,12
0,0.76488,0.5,0.25,0.125,1,1,4,4,32,0.25,0.125,2,12
1,0.42938,0.5,0.0625,0.125,2,1,16,4,32,0.25,0.5,2,12
1,0.63743,0.66667,0.3,0.2,2,3,10,4,20,0.75,0.5,1,12
0,0.5356,1,0.25,0.25,1,4,16,8,32,0.5,0.5,2,12
1,0.62949,0.66667,0.33333,0.5,2,9,3,12,6,0.75,0.5,1,12
0,0.73182,1,0.66667,0.66667,1,3,2,6,4,0.5,0.5,2,12
0,0.56858,0.5,1,0.5,2,6,6,12,24,0.5,0.25,2,12
1,0.45718,1,0.71429,0.71429,1,21,15,28,20,0.75,0.75,1,12
1,0.65908,0.66667,0.375,0.25,2,8,3,32,8,0.25,0.375,2,12
1,0.59989,0.8,0.55,0.6875,1,11,20,22,32,0.5,0.625,2,12
0,0.60215,1,0.6,0.6,2,3,5,12,20,0.25,0.25,2,12
1,0.67568,0.8,0.83333,0.66667,2,6,5,24,16,0.25,0.3125,2,12
1,0.60162,0.66667,0.375,0.5625,1,9,24,18,32,0.5,0.75,2,12
1,0.48404,0.66667,0.42857,0.64286,1,9,21,18,28,0.5,0.75,2,12
1,0.68278,0.5,1,0.5,1,7,7,28,14,0.25,0.5,2,12
1,0.52394,0.5,0.66667,0.33333,2,9,6,24,8,0.375,0.75,2,12
0,0.70341,0.8,0.625,0.5,1,10,16,16,32,0.625,0.5,2,12
0,0.45359,0.8,0.83333,0.66667,1,18,15,24,16,0.75,0.9375,1,12
1,0.60987,0.66667,0.9,0.6,1,10,9,20,12,0.5,0.75,2,12
1,0.59309,0.5,0.25,0.5,2,2,8,8,16,0.25,0.5,2,12
1,0.55665,0.5,0.25,0.5,1,24,6,32,16,0.75,0.375,1,12
0,0.48864,0.8,0.1,0.125,2,10,1,32,4,0.3125,0.25,2,12
1,0.68279,0.8,0.5,0.625,1,5,10,10,16,0.5,0.625,2,12
1,0.67236,0.66667,0.55556,0.37037,1,9,5,27,10,0.33333,0.5,2,12
0,0.63979,1,0.83333,0.83333,2,5,6,20,24,0.25,0.25,2,12
1,0.73607,0.5,0.875,0.4375,1,8,7,32,14,0.25,0.5,2,12
0,0.50019,1,0.375,0.375,2,9,24,12,32,0.75,0.75,2,12
0,0.50718,1,0.5,0.5,1,3,6,12,24,0.25,0.25,2,12
1,0.65501,0.8,0.66667,0.53333,2,3,2,15,8,0.2,0.25,2,12
1,0.58092,0.5,0.4,0.2,2,5,2,20,4,0.25,0.5,2,12
