Performance,RT,ProbRatio,NumRatio,DenRatio,AreaCtl,WinSide1,WinSide2,DenSide1,DenSide2,ProbSide1,ProbSide2,sideR,subID
1,0.88922,0.5,0.66667,0.33333,1,2,3,8,24,0.25,0.125,1,3
1,0.59045,1,0.25,0.25,1,4,1,16,4,0.25,0.25,1,3
1,0.71534,1,0.25,0.25,2,4,1,16,4,0.25,0.25,1,3
0,0.62453,0.8,0.71429,0.57143,1,5,7,16,28,0.3125,0.25,2,3
1,0.47648,1,0.85714,0.85714,2,14,12,28,24,0.5,0.5,1,3
1,0.50181,1,0.25,0.25,1,12,3,16,4,0.75,0.75,1,3
0,0.68751,1,0.8,0.8,2,8,10,16,20,0.5,0.5,2,3
1,0.45696,0.5,0.25,0.5,1,12,3,16,8,0.75,0.375,1,3
1,0.43321,0.66667,0.45833,0.6875,1,24,11,32,22,0.75,0.5,1,3
1,0.77956,0.5,0.75,0.66667,1,4,3,16,24,0.25,0.125,1,3
0,0.56281,0.8,0.625,0.5,2,24,15,32,16,0.75,0.9375,1,3
1,0.65393,0.5,0.375,0.75,1,8,3,32,24,0.25,0.125,1,3
0,0.6663,1,0.8,0.8,1,5,4,20,16,0.25,0.25,2,3
0,0.63134,1,0.41667,0.41667,2,5,12,10,24,0.5,0.5,2,3
0,0.6815,0.66667,0.33333,0.5,2,2,6,6,12,0.33333,0.5,1,3
0,0.72697,1,0.5,0.5,2,9,18,12,24,0.75,0.75,2,3
1,0.54182,1,0.875,0.875,2,24,21,32,28,0.75,0.75,1,3
1,0.55084,1,0.5,0.5,1,18,9,24,12,0.75,0.75,1,3
1,0.74032,1,0.6,0.6,2,3,5,12,20,0.25,0.25,1,3
1,0.66592,0.8,1,0.8,2,15,15,20,25,0.75,0.6,1,3
0,0.46634,0.8,0.1,0.125,2,3,30,4,32,0.75,0.9375,1,3
1,0.54961,0.5,0.125,0.25,2,24,3,32,8,0.75,0.375,1,3
1,0.55592,0.5,0.13333,0.26667,1,15,2,30,8,0.5,0.25,1,3
1,0.81389,0.5,0.66667,0.33333,2,2,3,4,12,0.5,0.25,1,3
1,0.6849,0.5,0.2,0.4,2,5,1,20,8,0.25,0.125,1,3
1,0.63373,0.5,0.63636,0.78571,2,7,11,28,22,0.25,0.5,2,3
1,0.56315,0.5,0.14286,0.28571,2,1,7,8,28,0.125,0.25,2,3
1,0.49039,1,1,1,2,3,3,6,6,0.5,0.5,1,3
1,0.8668,1,0.875,0.875,2,7,8,28,32,0.25,0.25,1,3
1,0.76408,0.66667,1,0.66667,1,6,6,24,16,0.25,0.375,2,3
1,0.55706,0.5,0.125,0.25,2,16,2,32,8,0.5,0.25,1,3
0,0.65199,1,0.30769,0.30769,2,4,13,8,26,0.5,0.5,2,3
1,0.62801,0.5,0.5,0.25,1,12,6,32,8,0.375,0.75,2,3
1,0.64262,0.66667,0.75,0.5,1,12,16,16,32,0.75,0.5,1,3
1,0.76841,0.5,0.77778,0.64286,2,7,9,28,18,0.25,0.5,2,3
1,0.65027,0.66667,0.27273,0.18182,1,11,3,22,4,0.5,0.75,2,3
1,0.5258,0.8,0.71429,0.57143,1,21,15,28,16,0.75,0.9375,2,3
1,0.90739,1,0.75,0.75,1,4,3,16,12,0.25,0.25,1,3
1,0.69352,0.66667,0.81818,0.54545,2,11,9,22,12,0.5,0.75,2,3
0,0.92915,1,0.4,0.4,1,6,15,12,30,0.5,0.5,2,3
0,0.70002,0.8,0.71429,0.57143,1,7,5,28,16,0.25,0.3125,1,3
0,0.50121,0.5,1,0.5,1,2,2,8,16,0.25,0.125,2,3
0,0.53643,1,0.14286,0.14286,1,1,7,4,28,0.25,0.25,2,3
1,0.58408,1,1,1,1,12,12,16,16,0.75,0.75,1,3
1,0.40706,0.8,0.2,0.25,2,30,6,32,8,0.9375,0.75,1,3
1,0.71291,0.8,0.83333,0.66667,1,12,10,24,16,0.5,0.625,2,3
0,0.77295,0.8,0.5,0.4,2,10,5,20,8,0.5,0.625,1,3
0,0.57554,0.5,0.5,0.25,2,2,4,8,32,0.25,0.125,2,3
0,0.71068,1,0.76923,0.76923,1,10,13,20,26,0.5,0.5,2,3
1,0.64967,0.5,0.25,0.125,1,12,3,32,4,0.375,0.75,2,3
1,0.57096,0.5,1,0.5,1,9,9,12,24,0.75,0.375,1,3
1,0.65333,0.8,0.7,0.56,1,10,7,25,14,0.4,0.5,2,3
1,0.50483,0.66667,0.83333,0.8,2,12,10,16,20,0.75,0.5,1,3
1,0.54052,0.66667,0.71429,0.93333,2,5,7,30,28,0.16667,0.25,2,3
1,0.44736,1,0.57143,0.57143,1,21,12,28,16,0.75,0.75,1,3
1,0.47995,0.5,0.5,0.25,2,3,6,4,16,0.75,0.375,1,3
1,0.59494,0.66667,0.33333,0.5,1,3,9,9,18,0.33333,0.5,2,3
1,0.53083,0.66667,1,0.66667,1,9,9,18,12,0.5,0.75,2,3
1,0.5026,0.66667,0.66667,1,1,15,10,20,20,0.75,0.5,1,3
1,0.65192,1,0.6,0.6,2,5,3,20,12,0.25,0.25,1,3
1,0.60549,1,0.5,0.5,2,12,6,16,8,0.75,0.75,1,3
0,0.52302,0.8,0.75,0.6,1,6,8,12,20,0.5,0.4,2,3
1,0.46565,0.66667,0.57143,0.85714,1,7,4,14,12,0.5,0.33333,1,3
1,0.45353,0.66667,0.5,0.75,2,9,18,18,24,0.5,0.75,2,3
1,0.4819,0.66667,0.66667,1,2,12,8,16,16,0.75,0.5,1,3
1,0.4599,0.8,0.5,0.625,1,15,30,20,32,0.75,0.9375,2,3
1,0.48773,0.5,0.75,0.375,2,12,9,32,12,0.375,0.75,2,3
1,0.5176,0.66667,0.42857,0.28571,1,7,3,28,8,0.25,0.375,2,3
1,0.62745,0.8,0.28571,0.35714,2,7,2,28,10,0.25,0.2,1,3
0,0.54482,0.66667,0.69231,0.46154,1,9,13,12,26,0.75,0.5,2,3
1,0.45131,0.8,1,0.8,1,15,15,16,20,0.9375,0.75,1,3
1,0.52836,0.8,0.61538,0.76923,2,8,13,20,26,0.4,0.5,2,3
1,0.47322,0.66667,0.58333,0.875,1,14,24,28,32,0.5,0.75,2,3
1,0.479,0.66667,0.5,0.33333,2,3,6,4,12,0.75,0.5,1,3
1,0.4363,0.5,0.66667,0.33333,1,6,9,8,24,0.75,0.375,1,3
0,0.48616,1,0.25,0.25,2,8,2,32,8,0.25,0.25,2,3
1,0.57173,0.66667,0.6,0.4,2,5,3,20,8,0.25,0.375,2,3
1,0.47516,0.8,0.8,1,1,15,12,16,16,0.9375,0.75,1,3
1,0.47501,0.5,0.2,0.4,1,3,15,12,30,0.25,0.5,2,3
0,0.47424,0.5,0.5,0.25,1,12,6,32,8,0.375,0.75,1,3
1,0.54583,0.5,0.25,0.125,1,4,1,32,4,0.125,0.25,2,3
1,0.48819,0.8,0.1,0.125,2,10,1,32,4,0.3125,0.25,1,3
0,0.67958,0.66667,0.66667,1,2,6,9,12,12,0.5,0.75,1,3
0,0.53439,0.66667,0.85714,0.57143,2,6,7,16,28,0.375,0.25,2,3
1,0.63346,0.5,0.875,0.4375,1,7,8,14,32,0.5,0.25,1,3
0,0.54004,0.8,0.8,0.64,2,4,5,16,25,0.25,0.2,2,3
1,0.39829,0.5,0.33333,0.16667,2,3,9,4,24,0.75,0.375,1,3
1,0.43942,0.5,0.66667,0.33333,1,6,9,8,24,0.75,0.375,1,3
1,0.50312,1,0.83333,0.83333,2,10,12,20,24,0.5,0.5,1,3
1,0.5749,0.8,0.55,0.6875,2,20,11,32,22,0.625,0.5,1,3
1,0.52324,0.5,0.25,0.125,2,8,2,32,4,0.25,0.5,2,3
1,0.61162,0.66667,0.41667,0.625,2,10,24,20,32,0.5,0.75,2,3
1,0.52668,1,0.33333,0.33333,2,9,3,12,4,0.75,0.75,1,3
0,0.68175,1,1,1,1,6,6,24,24,0.25,0.25,2,3
1,0.65421,0.8,0.3,0.375,1,10,3,32,12,0.3125,0.25,1,3
1,0.5603,0.5,0.25,0.125,1,3,12,4,32,0.75,0.375,1,3
1,0.54488,1,0.66667,0.66667,1,18,12,24,16,0.75,0.75,1,3
1,0.65697,0.66667,0.3,0.2,2,3,10,4,20,0.75,0.5,1,3
0,0.62112,1,0.42857,0.42857,1,3,7,12,28,0.25,0.25,2,3
1,0.58985,0.5,0.3125,0.625,2,16,5,32,20,0.5,0.25,1,3
1,0.59697,0.5,1,0.5,1,6,6,24,12,0.25,0.5,2,3
1,0.49598,0.5,0.42857,0.85714,1,14,6,28,24,0.5,0.25,1,3
0,0.45256,0.5,0.71429,0.35714,1,5,7,10,28,0.5,0.25,2,3
1,0.53978,0.5,0.83333,0.41667,1,6,5,24,10,0.25,0.5,2,3
0,0.67556,0.66667,1,0.66667,2,6,6,24,16,0.25,0.375,1,3
0,0.48158,1,0.75,0.75,2,9,12,18,24,0.5,0.5,2,3
0,0.47571,1,0.42857,0.42857,1,3,7,12,28,0.25,0.25,2,3
1,0.43901,1,0.4375,0.4375,1,16,7,32,14,0.5,0.5,1,3
1,0.47798,0.5,1,0.5,2,4,4,16,8,0.25,0.5,2,3
0,0.61664,0.66667,0.8,0.83333,2,12,15,24,20,0.5,0.75,1,3
1,0.50347,0.5,0.66667,0.33333,1,3,2,24,8,0.125,0.25,2,3
1,0.60085,0.66667,0.6,0.4,1,3,5,8,20,0.375,0.25,1,3
1,0.50903,0.8,0.5,0.4,1,2,1,10,4,0.2,0.25,2,3
1,0.44497,0.5,0.33333,0.16667,2,3,9,4,24,0.75,0.375,1,3
1,0.47683,0.5,0.2,0.4,2,1,5,4,10,0.25,0.5,2,3
1,0.65574,0.66667,0.16667,0.25,2,1,6,6,24,0.16667,0.25,2,3
1,0.78303,0.8,0.5,0.625,1,5,10,20,32,0.25,0.3125,2,3
0,0.68305,0.8,0.5,0.4,1,5,10,8,20,0.625,0.5,2,3
1,0.44656,1,0.125,0.125,1,24,3,32,4,0.75,0.75,1,3
0,0.66352,1,0.5,0.5,1,6,3,24,12,0.25,0.25,2,3
1,0.44076,0.8,0.4,0.5,2,15,6,16,8,0.9375,0.75,1,3
1,0.78411,0.66667,0.125,0.1875,2,8,1,32,6,0.25,0.16667,1,3
1,0.66279,0.8,0.83333,0.66667,1,6,5,24,16,0.25,0.3125,2,3
0,0.70001,1,0.2,0.2,2,3,15,4,20,0.75,0.75,2,3
0,0.80648,0.5,0.8,0.4,2,4,5,8,20,0.5,0.25,2,3
0,0.36652,0.8,1,0.8,1,15,15,20,16,0.75,0.9375,1,3
1,0.53424,0.5,0.25,0.125,2,12,3,32,4,0.375,0.75,2,3
1,0.44537,1,0.33333,0.33333,2,6,18,8,24,0.75,0.75,1,3
0,0.39992,0.8,0.33333,0.26667,2,15,5,30,8,0.5,0.625,1,3
0,0.47997,0.8,0.2,0.25,2,10,2,16,4,0.625,0.5,2,3
1,0.44223,0.5,0.28571,0.57143,1,7,2,14,8,0.5,0.25,1,3
0,0.53826,0.5,0.71429,0.35714,1,5,7,10,28,0.5,0.25,2,3
1,0.66949,0.8,0.5,0.625,1,3,6,15,24,0.2,0.25,2,3
1,0.50536,1,0.45455,0.45455,2,5,11,10,22,0.5,0.5,1,3
1,0.49004,0.5,0.125,0.25,1,3,24,8,32,0.375,0.75,2,3
0,0.66957,1,0.4,0.4,2,4,10,8,20,0.5,0.5,2,3
0,0.72834,0.8,0.71429,0.57143,1,7,5,28,16,0.25,0.3125,1,3
1,0.44669,1,0.75,0.75,1,18,24,24,32,0.75,0.75,1,3
0,0.6519,0.8,0.71429,0.57143,2,21,15,28,16,0.75,0.9375,1,3
1,0.65247,0.5,0.71429,0.35714,2,7,5,28,10,0.25,0.5,2,3
0,0.67256,0.8,0.71429,0.57143,1,5,7,16,28,0.3125,0.25,2,3
1,0.35861,0.5,0.16667,0.33333,1,6,1,24,8,0.25,0.125,1,3
1,0.37175,0.5,0.375,0.75,2,9,24,24,32,0.375,0.75,2,3
1,0.5156,1,0.5,0.5,2,10,5,20,10,0.5,0.5,1,3
0,0.5603,1,0.69231,0.69231,2,9,13,18,26,0.5,0.5,2,3
0,0.4304,0.66667,0.92308,0.61538,1,13,12,26,16,0.5,0.75,1,3
0,0.46942,0.8,0.71429,0.57143,2,21,15,28,16,0.75,0.9375,1,3
0,0.80569,1,0.33333,0.33333,1,2,6,8,24,0.25,0.25,2,3
1,0.61618,0.5,1,0.5,2,5,5,20,10,0.25,0.5,2,3
1,0.5402,0.5,1,0.5,1,2,2,4,8,0.5,0.25,1,3
0,0.65261,0.8,0.6,0.75,2,5,3,16,12,0.3125,0.25,2,3
1,0.35662,1,0.85714,0.85714,2,21,18,28,24,0.75,0.75,1,3
1,0.43446,0.66667,0.54167,0.8125,2,24,13,32,26,0.75,0.5,1,3
0,0.42991,1,0.33333,0.33333,1,2,6,8,24,0.25,0.25,2,3
1,0.63559,0.66667,0.8,0.53333,1,5,4,15,8,0.33333,0.5,2,3
1,0.52129,1,0.63636,0.63636,1,7,11,14,22,0.5,0.5,1,3
0,0.53445,1,0.16667,0.16667,1,12,2,24,4,0.5,0.5,2,3
0,0.54393,0.66667,0.22222,0.33333,1,2,9,8,24,0.25,0.375,1,3
1,0.68465,0.8,0.71429,0.57143,1,15,21,16,28,0.9375,0.75,1,3
0,0.63309,0.66667,0.57143,0.85714,2,7,4,28,24,0.25,0.16667,2,3
1,0.45958,1,0.66667,0.66667,2,18,12,24,16,0.75,0.75,1,3
1,0.42666,1,0.46667,0.46667,1,15,7,30,14,0.5,0.5,1,3
1,0.55126,1,0.92308,0.92308,2,13,12,26,24,0.5,0.5,1,3
1,0.4094,1,0.15385,0.15385,1,13,2,26,4,0.5,0.5,1,3
1,0.48167,0.5,0.33333,0.16667,1,6,2,24,4,0.25,0.5,2,3
0,0.60334,0.5,0.33333,0.16667,1,3,9,4,24,0.75,0.375,2,3
1,0.46441,1,0.4,0.4,2,6,15,8,20,0.75,0.75,1,3
1,0.58807,0.5,0.75,0.375,2,12,9,32,12,0.375,0.75,2,3
1,0.65364,1,0.5,0.5,2,24,12,32,16,0.75,0.75,1,3
1,0.54519,0.5,0.5,1,2,6,3,8,8,0.75,0.375,1,3
0,0.53569,0.8,0.625,0.5,1,15,24,16,32,0.9375,0.75,2,3
1,0.74322,0.5,0.75,0.375,2,3,4,6,16,0.5,0.25,1,3
1,0.74444,0.8,0.33333,0.41667,1,3,1,12,5,0.25,0.2,1,3
1,0.90361,1,0.93333,0.93333,1,15,14,30,28,0.5,0.5,1,3
1,0.82031,0.66667,0.33333,0.22222,1,3,1,18,4,0.16667,0.25,2,3
1,0.60178,1,1,1,1,3,3,6,6,0.5,0.5,1,3
0,0.79671,0.8,0.1,0.125,2,1,10,4,32,0.25,0.3125,1,3
1,0.8535,0.66667,0.8,0.53333,1,8,10,16,30,0.5,0.33333,1,3
0,0.76285,0.66667,0.75,0.5,2,8,6,32,16,0.25,0.375,1,3
1,0.52494,0.66667,0.4,0.26667,2,6,15,8,30,0.75,0.5,1,3
1,0.37832,1,0.57143,0.57143,2,14,8,28,16,0.5,0.5,1,3
1,0.65411,0.66667,0.375,0.25,2,3,8,8,32,0.375,0.25,1,3
1,0.53885,1,0.28571,0.28571,2,21,6,28,8,0.75,0.75,1,3
1,0.72186,0.5,0.083333,0.16667,1,12,1,24,4,0.5,0.25,1,3
1,0.7831,0.8,1,0.8,1,10,10,20,16,0.5,0.625,2,3
1,0.65536,0.5,0.3,0.6,2,3,10,12,20,0.25,0.5,2,3
0,0.72743,1,0.875,0.875,1,14,16,28,32,0.5,0.5,2,3
0,0.68349,1,0.42857,0.42857,2,9,21,12,28,0.75,0.75,2,3
1,0.95847,1,0.8125,0.8125,1,13,16,26,32,0.5,0.5,1,3
0,0.50179,0.8,0.625,0.5,2,24,15,32,16,0.75,0.9375,1,3
0,0.62021,0.5,0.5,0.25,1,6,12,8,32,0.75,0.375,2,3
1,0.50471,0.5,0.375,0.1875,2,8,3,32,6,0.25,0.5,2,3
1,0.65207,0.8,0.625,0.5,1,5,8,16,32,0.3125,0.25,1,3
1,0.46938,0.66667,0.25,0.16667,2,3,12,4,24,0.75,0.5,1,3
1,0.4771,0.8,0.83333,0.66667,2,15,18,16,24,0.9375,0.75,1,3
1,0.72538,1,0.85714,0.85714,2,21,18,28,24,0.75,0.75,1,3
0,0.57054,0.66667,0.9,0.6,2,10,9,20,12,0.5,0.75,1,3
1,0.45857,0.8,0.625,0.5,1,15,24,16,32,0.9375,0.75,1,3
1,0.71423,0.66667,0.5,0.75,1,12,6,32,24,0.375,0.25,1,3
1,0.83042,0.5,0.25,0.5,1,1,4,4,8,0.25,0.5,2,3
0,0.64592,1,1,1,1,1,1,4,4,0.25,0.25,2,3
1,0.6013,0.5,0.375,0.75,2,24,9,32,24,0.75,0.375,1,3
0,0.63935,0.66667,1,0.66667,2,12,12,24,16,0.5,0.75,1,3
0,0.74263,1,0.2,0.2,1,5,1,20,4,0.25,0.25,2,3
1,0.6151,0.8,0.71429,0.57143,1,15,21,16,28,0.9375,0.75,1,3
0,0.75127,1,0.66667,0.66667,1,2,3,8,12,0.25,0.25,2,3
1,0.42175,0.5,0.5,1,1,12,6,16,16,0.75,0.375,1,3
0,0.67274,1,0.625,0.625,2,5,8,20,32,0.25,0.25,2,3
0,0.52491,0.66667,0.85714,0.77778,2,6,7,18,14,0.33333,0.5,1,3
1,0.54397,0.5,0.25,0.5,2,3,12,8,16,0.375,0.75,2,3
0,0.54309,1,0.28571,0.28571,1,6,21,8,28,0.75,0.75,2,3
1,0.63834,0.5,0.5,1,1,9,18,24,24,0.375,0.75,2,3
1,0.69161,0.8,0.4,0.5,1,5,2,20,10,0.25,0.2,1,3
1,0.70435,0.8,0.5,0.4,2,4,2,20,8,0.2,0.25,2,3
1,0.70251,0.5,0.8,0.625,1,4,5,32,20,0.125,0.25,2,3
0,0.545,0.5,0.5,1,2,6,12,16,16,0.375,0.75,1,3
0,0.49996,1,0.25,0.25,1,6,24,8,32,0.75,0.75,2,3
0,0.5615,0.8,0.38462,0.30769,2,5,13,8,26,0.625,0.5,2,3
1,0.90757,0.5,0.6,0.3,1,5,3,20,6,0.25,0.5,2,3
0,0.43491,0.8,0.71429,0.57143,1,21,15,28,16,0.75,0.9375,1,3
0,0.63728,0.5,0.33333,0.16667,2,2,6,4,24,0.5,0.25,2,3
0,0.59841,0.8,0.28571,0.35714,1,7,2,28,10,0.25,0.2,2,3
1,0.54834,0.5,0.125,0.25,2,1,8,4,16,0.25,0.5,2,3
1,0.39189,0.8,0.1,0.125,2,30,3,32,4,0.9375,0.75,1,3
0,0.44724,0.5,0.5,0.25,1,6,12,8,32,0.75,0.375,2,3
0,0.46346,0.5,0.25,0.125,1,12,3,32,4,0.375,0.75,1,3
0,0.71841,1,0.6,0.6,2,3,5,12,20,0.25,0.25,2,3
0,0.43906,0.66667,1,0.66667,1,15,15,20,30,0.75,0.5,2,3
1,0.5533,0.66667,1,0.66667,1,12,12,24,16,0.5,0.75,2,3
1,0.39555,0.8,0.2,0.25,1,30,6,32,8,0.9375,0.75,1,3
1,0.61089,0.5,0.4,0.8,1,2,5,16,20,0.125,0.25,2,3
1,0.49228,1,0.5,0.5,1,2,1,8,4,0.25,0.25,1,3
0,0.50169,0.8,0.375,0.3,1,8,3,20,6,0.4,0.5,1,3
1,0.61423,0.66667,0.75,0.5,2,4,3,12,6,0.33333,0.5,2,3
1,0.58428,1,0.33333,0.33333,2,3,1,12,4,0.25,0.25,1,3
1,0.66918,0.5,0.8,0.625,1,12,15,32,20,0.375,0.75,2,3
1,0.56158,0.8,0.71429,0.57143,2,15,21,16,28,0.9375,0.75,1,3
1,0.63915,1,0.5,0.5,1,2,1,8,4,0.25,0.25,1,3
1,0.57357,0.8,0.7,0.875,1,30,21,32,28,0.9375,0.75,1,3
1,0.56918,0.66667,0.4,0.26667,1,5,2,30,8,0.16667,0.25,2,3
0,0.60827,0.66667,0.125,0.1875,2,8,1,32,6,0.25,0.16667,2,3
1,0.63795,0.8,0.6,0.75,2,3,5,15,20,0.2,0.25,2,3
0,0.65947,0.5,1,0.5,2,3,3,8,4,0.375,0.75,1,3
1,0.62968,0.66667,0.5,0.33333,2,2,1,12,4,0.16667,0.25,2,3
1,0.52858,0.66667,0.81818,0.54545,2,9,11,12,22,0.75,0.5,1,3
1,0.71834,0.5,0.28571,0.14286,2,2,7,4,28,0.5,0.25,1,3
1,0.69399,0.5,0.6,0.3,2,5,3,20,6,0.25,0.5,2,3
1,0.69025,0.5,0.6,0.83333,2,6,10,24,20,0.25,0.5,2,3
1,0.6439,0.5,0.33333,0.16667,1,9,3,24,4,0.375,0.75,2,3
1,0.56332,0.5,0.625,0.3125,1,8,5,32,10,0.25,0.5,2,3
1,0.61795,0.66667,1,0.66667,1,6,6,8,12,0.75,0.5,1,3
1,0.7311,0.66667,0.55556,0.83333,2,9,5,24,20,0.375,0.25,1,3
1,0.8372,0.8,1,0.8,1,3,3,15,12,0.2,0.25,2,3
0,0.68597,0.8,0.33333,0.26667,2,3,1,15,4,0.2,0.25,1,3
1,0.57792,0.8,0.4,0.5,1,4,10,16,32,0.25,0.3125,2,3
1,0.68203,0.66667,0.375,0.5625,2,8,3,32,18,0.25,0.16667,1,3
0,0.66129,1,0.61538,0.61538,1,8,13,16,26,0.5,0.5,2,3
1,0.80381,0.8,0.71429,0.57143,2,21,15,28,16,0.75,0.9375,2,3
0,0.58601,1,0.75,0.75,2,3,4,6,8,0.5,0.5,2,3
1,0.502,0.5,0.2,0.4,1,3,15,8,20,0.375,0.75,2,3
1,0.6074,0.5,1,0.5,2,2,2,8,4,0.25,0.5,2,3
0,0.7861,1,0.5,0.5,1,4,8,16,32,0.25,0.25,2,3
0,0.56563,1,0.38462,0.38462,2,5,13,10,26,0.5,0.5,2,3
0,0.59488,1,0.25,0.25,2,6,24,8,32,0.75,0.75,2,3
1,0.61367,0.66667,0.5,0.75,1,3,6,12,16,0.25,0.375,2,3
1,0.56313,0.66667,0.25,0.375,2,2,8,6,16,0.33333,0.5,2,3
1,0.63936,0.5,1,0.5,1,9,9,12,24,0.75,0.375,1,3
1,0.54683,0.5,1,0.5,1,6,6,24,12,0.25,0.5,2,3
1,0.44133,0.5,0.5,0.25,2,6,12,8,32,0.75,0.375,1,3
1,0.50231,0.5,0.42857,0.21429,2,7,3,28,6,0.25,0.5,2,3
0,0.42478,0.66667,0.83333,0.8,1,5,6,10,8,0.5,0.75,1,3
1,0.50031,0.66667,0.64286,0.42857,2,14,9,28,12,0.5,0.75,2,3
1,0.54004,0.66667,1,0.66667,2,6,6,12,8,0.5,0.75,2,3
1,0.4483,0.8,0.4,0.5,1,12,30,16,32,0.75,0.9375,2,3
1,0.49839,0.5,0.42857,0.85714,2,9,21,24,28,0.375,0.75,2,3
0,0.73399,0.5,0.5,0.25,2,3,6,6,24,0.5,0.25,2,3
1,0.3596,0.8,0.3,0.375,1,30,9,32,12,0.9375,0.75,1,3
0,0.37346,0.8,0.71429,0.57143,1,21,15,28,16,0.75,0.9375,1,3
0,0.42412,0.8,0.71429,0.57143,1,21,15,28,16,0.75,0.9375,1,3
1,0.52933,0.8,0.83333,0.66667,2,18,15,24,16,0.75,0.9375,2,3
0,0.60741,0.8,0.7,0.875,2,10,7,32,28,0.3125,0.25,2,3
1,0.68117,0.66667,0.54545,0.36364,2,11,6,22,8,0.5,0.75,2,3
0,0.48042,0.66667,1,0.66667,2,3,3,8,12,0.375,0.25,2,3
1,0.49014,0.8,0.66667,0.83333,1,15,10,30,25,0.5,0.4,1,3
0,0.66068,0.8,1,0.8,2,15,15,16,20,0.9375,0.75,2,3
0,0.79664,1,0.28571,0.28571,2,4,14,8,28,0.5,0.5,2,3
1,0.47444,0.66667,0.4,0.26667,1,6,15,8,30,0.75,0.5,1,3
1,0.45091,0.5,0.71429,0.35714,1,5,7,10,28,0.5,0.25,1,3
1,0.68836,1,1,1,2,3,3,6,6,0.5,0.5,1,3
1,0.62612,1,0.13333,0.13333,1,15,2,30,4,0.5,0.5,1,3
1,0.84665,0.66667,1,0.66667,1,3,3,8,12,0.375,0.25,1,3
0,0.70683,1,0.8,0.8,2,4,5,16,20,0.25,0.25,2,3
1,0.55141,0.5,0.25,0.5,1,6,24,16,32,0.375,0.75,2,3
1,0.44666,0.66667,0.88889,0.75,2,9,8,12,16,0.75,0.5,1,3
1,0.64199,1,0.8,0.8,2,15,12,30,24,0.5,0.5,1,3
1,0.74871,1,1,1,2,3,3,4,4,0.75,0.75,1,3
0,0.65634,1,0.125,0.125,2,8,1,32,4,0.25,0.25,2,3
0,0.67088,1,0.75,0.75,1,6,8,24,32,0.25,0.25,2,3
1,0.53338,0.5,1,0.5,2,12,12,16,32,0.75,0.375,1,3
1,0.53831,1,0.75,0.75,1,12,9,16,12,0.75,0.75,1,3
1,0.78644,1,1,1,1,2,2,8,8,0.25,0.25,1,3
0,0.6195,1,0.28571,0.28571,2,6,21,8,28,0.75,0.75,2,3
1,0.87956,1,1,1,2,1,1,4,4,0.25,0.25,1,3
1,0.62444,0.66667,0.85714,0.57143,1,6,7,16,28,0.375,0.25,1,3
0,0.65476,0.8,0.66667,0.53333,1,3,2,15,8,0.2,0.25,1,3
0,1.0393,0.8,1,0.8,1,5,5,20,25,0.25,0.2,2,3
1,0.44127,1,0.6,0.6,2,15,9,20,12,0.75,0.75,1,3
1,0.48835,0.66667,0.83333,0.8,1,18,15,24,30,0.75,0.5,1,3
1,0.76397,0.8,0.2,0.25,2,10,2,32,8,0.3125,0.25,1,3
1,0.75777,0.66667,1,0.66667,1,3,3,12,18,0.25,0.16667,1,3
1,0.46559,0.8,0.5,0.625,2,30,15,32,20,0.9375,0.75,1,3
1,0.5932,0.8,0.3,0.375,1,9,30,12,32,0.75,0.9375,2,3
1,0.67602,0.5,0.5,1,2,3,6,12,12,0.25,0.5,2,3
0,0.67967,0.5,0.5,0.25,1,6,3,24,6,0.25,0.5,1,3
1,0.70157,1,0.33333,0.33333,1,3,1,12,4,0.25,0.25,1,3
1,0.4706,0.8,0.8,1,1,10,8,16,16,0.625,0.5,1,3
1,0.47834,0.66667,0.38095,0.57143,1,21,8,28,16,0.75,0.5,1,3
1,0.46484,0.66667,0.28571,0.42857,1,21,6,28,12,0.75,0.5,1,3
1,0.57523,0.8,0.8,1,2,4,5,10,10,0.4,0.5,2,3
1,0.54081,0.8,0.5,0.625,1,15,30,20,32,0.75,0.9375,2,3
1,0.60514,0.5,0.33333,0.16667,2,9,3,24,4,0.375,0.75,2,3
0,0.74509,0.5,0.33333,0.16667,1,1,3,4,24,0.25,0.125,2,3
1,0.51996,0.8,0.71429,0.57143,2,15,21,16,28,0.9375,0.75,1,3
0,0.60652,0.5,0.25,0.125,1,1,4,4,32,0.25,0.125,2,3
0,0.51682,0.5,0.0625,0.125,2,1,16,4,32,0.25,0.5,1,3
1,0.50647,0.66667,0.3,0.2,2,3,10,4,20,0.75,0.5,1,3
0,0.57293,1,0.25,0.25,1,4,16,8,32,0.5,0.5,2,3
1,0.47571,0.66667,0.33333,0.5,2,9,3,12,6,0.75,0.5,1,3
1,0.54198,1,0.66667,0.66667,1,3,2,6,4,0.5,0.5,1,3
1,0.61883,0.5,1,0.5,2,6,6,12,24,0.5,0.25,1,3
1,0.5066,1,0.71429,0.71429,1,21,15,28,20,0.75,0.75,1,3
1,0.63317,0.66667,0.375,0.25,2,8,3,32,8,0.25,0.375,2,3
1,0.66582,0.8,0.55,0.6875,1,11,20,22,32,0.5,0.625,2,3
0,0.71974,1,0.6,0.6,2,3,5,12,20,0.25,0.25,2,3
1,0.68262,0.8,0.83333,0.66667,2,6,5,24,16,0.25,0.3125,2,3
1,0.61746,0.66667,0.375,0.5625,1,9,24,18,32,0.5,0.75,2,3
