,study,subject,age,gender,trial,time_elapsed,pump_value,n_pumps,limit,outcome,outcome_ec,outcome_rating,diff_pumps_limit,information_outcome,information_sought,information_received_ec,emotion_change_rating,next_trial_n_pumps,next_trial_bank,next_trial_points
500,E4 effort with bonus,9,22,male,19,1044428,73,3,10,bank,1,38,7,yes,1,1,-38,4,1,184
501,E4 effort with bonus,9,22,male,20,1102018,46,4,7,bank,1,72,3,yes,1,1,-34,2,1,24
502,E4 effort with bonus,9,22,male,21,1138470,12,2,8,bank,1,8,6,yes,1,1,8,3,1,42
503,E4 effort with bonus,9,22,male,22,1179327,14,3,9,bank,1,13,6,yes,1,1,12,10,0,0
504,E4 effort with bonus,9,22,male,23,1219090,81,10,9,bust,-1,-40,-1,try harder,1,NA,-12,3,1,72
505,E4 effort with bonus,9,22,male,24,1267451,24,3,8,bank,1,25,5,yes,1,1,-68,6,1,186
506,E4 effort with bonus,9,22,male,25,1302449,31,6,8,bank,1,138,2,yes,1,1,11,3,0,0
507,E4 effort with bonus,9,22,male,26,1337669,35,3,0,bust,-1,-30,-3,yes,1,1,105,4,0,0
508,E4 effort with bonus,9,22,male,27,1361261,45,4,1,bust,-1,-122,-3,yes,1,1,-11,4,1,228
509,E4 effort with bonus,9,22,male,28,1406915,57,4,9,bank,1,91,5,yes,1,1,-76,10,0,0
510,E4 effort with bonus,9,22,male,29,1437741,90,10,9,bust,-1,-200,-1,yes,1,1,-192,3,1,189
511,E4 effort with bonus,9,22,male,30,1467764,63,3,12,bank,1,51,9,yes,1,1,-128,3,1,36
512,E4 effort with bonus,9,22,male,31,1509463,12,3,9,bank,1,5,6,try harder,1,NA,-32,4,0,0
513,E4 effort with bonus,9,22,male,32,1533156,26,4,2,bust,-1,-136,-2,no,0,-1,-2,3,0,0
514,E4 effort with bonus,9,22,male,33,1563442,25,3,0,bust,-1,-56,-3,try harder,1,NA,-84,10,0,0
515,E4 effort with bonus,9,22,male,34,1591793,74,10,2,bust,-1,-136,-8,yes,1,1,10,3,1,210
516,E4 effort with bonus,9,22,male,35,1613528,70,3,4,bank,1,50,1,yes,1,1,129,3,1,39
517,E4 effort with bonus,9,22,male,36,1634639,13,3,5,bank,1,28,2,yes,1,1,74,4,0,0
518,E4 effort with bonus,9,22,male,37,1663255,16,4,2,bust,-1,-13,-2,yes,1,1,52,8,1,600
519,E4 effort with bonus,9,22,male,38,1690520,75,8,12,bank,1,179,4,yes,1,1,42,5,1,245
520,E4 effort with bonus,9,22,male,39,1765229,49,5,9,bank,1,61,4,yes,1,1,-43,12,0,0
521,E4 effort with bonus,9,22,male,40,1799588,81,12,4,bust,-1,-148,-8,yes,1,1,30,3,1,78
522,E4 effort with bonus,9,22,male,41,1820575,26,3,6,bank,1,40,3,yes,1,1,28,4,1,84
523,E4 effort with bonus,9,22,male,42,1840663,21,4,10,bank,1,49,6,yes,1,1,-66,8,0,0
524,E4 effort with bonus,9,22,male,43,1936876,95,8,2,bust,-1,-175,-6,try harder,1,NA,-52,10,1,550
525,E4 effort with bonus,9,22,male,44,1970875,55,10,11,bank,1,176,1,try harder,1,NA,4,10,0,0
526,E4 effort with bonus,9,22,male,45,2055882,87,10,3,bust,-1,-138,-7,yes,1,1,-28,4,0,0
527,E4 effort with bonus,9,22,male,46,2077675,32,4,1,bust,-1,-112,-3,yes,1,1,145,5,0,0
528,E4 effort with bonus,9,22,male,47,2101064,64,5,1,bust,-1,-200,-4,yes,1,1,145,3,1,129
529,E4 effort with bonus,9,22,male,48,2121405,43,3,12,bank,1,44,9,yes,1,1,-135,6,1,114
530,E4 effort with bonus,9,22,male,49,2142781,19,6,9,bank,1,104,3,yes,1,1,32,4,1,364
531,E4 effort with bonus,9,22,male,50,2166658,91,4,9,bank,1,156,5,yes,1,1,-68,10,0,0
532,E4 effort with bonus,9,22,male,51,2192417,62,10,5,bust,-1,-72,-5,yes,1,1,38,5,1,255
533,E4 effort with bonus,9,22,male,52,2214626,51,5,7,bank,1,67,2,yes,1,1,73,12,0,0
534,E4 effort with bonus,9,22,male,53,2242082,73,12,10,bust,-1,-120,-2,yes,1,1,-190,6,0,0
535,E4 effort with bonus,9,22,male,54,2269753,82,6,4,bust,-1,-185,-2,yes,1,1,2,4,1,336
536,E4 effort with bonus,9,22,male,55,2295960,84,4,4,bank,1,62,0,yes,1,1,121,5,0,0
537,E4 effort with bonus,9,22,male,56,2320841,48,5,4,bust,-1,-129,-1,yes,1,1,-61,12,1,948
538,E4 effort with bonus,9,22,male,57,2349428,79,12,12,bank,1,200,0,yes,1,1,168,3,1,252
539,E4 effort with bonus,9,22,male,58,2368734,84,3,5,bank,1,160,2,yes,1,1,53,5,1,15
540,E4 effort with bonus,9,22,male,59,2388534,3,5,11,bank,1,14,6,yes,1,1,19,NA,NA,NA
541,E4 effort with bonus,10,36,female,0,263244,26,3,6,bank,1,200,3,try harder,1,NA,-1,2,1,94
542,E4 effort with bonus,10,36,female,1,291465,47,2,10,bank,1,200,8,yes,1,1,-184,3,1,111
543,E4 effort with bonus,10,36,female,2,314478,37,3,11,bank,1,200,8,try harder,1,NA,-2,2,1,154
544,E4 effort with bonus,10,36,female,3,338201,77,2,12,bank,1,200,10,yes,1,1,-200,5,1,90
545,E4 effort with bonus,10,36,female,4,367862,18,5,5,bank,1,200,0,yes,1,1,200,4,1,164
546,E4 effort with bonus,10,36,female,5,393688,41,4,12,bank,1,200,8,yes,1,1,-64,5,0,0
547,E4 effort with bonus,10,36,female,6,421532,39,5,4,bust,-1,200,-1,yes,1,1,-82,5,1,475
548,E4 effort with bonus,10,36,female,7,450725,95,5,5,bank,1,200,0,yes,1,1,200,3,1,210
549,E4 effort with bonus,10,36,female,8,479314,70,3,9,bank,1,200,6,yes,1,1,-38,7,0,0
550,E4 effort with bonus,10,36,female,9,511398,41,7,4,bust,-1,-200,-3,yes,1,1,123,7,1,133
551,E4 effort with bonus,10,36,female,10,544833,19,7,12,bank,1,200,5,yes,1,1,-80,3,1,282
552,E4 effort with bonus,10,36,female,11,572272,94,3,9,bank,1,200,6,yes,1,1,-155,12,0,0
553,E4 effort with bonus,10,36,female,12,605543,12,12,10,bust,-1,-178,-2,yes,1,1,24,10,1,110
554,E4 effort with bonus,10,36,female,13,632888,11,10,12,bank,1,200,2,yes,1,1,4,5,1,180
555,E4 effort with bonus,10,36,female,14,673983,36,5,5,bank,1,200,0,yes,1,1,200,6,1,252
556,E4 effort with bonus,10,36,female,15,704488,42,6,7,bank,1,200,1,yes,1,1,48,5,1,300
557,E4 effort with bonus,10,36,female,16,735097,60,5,7,bank,1,200,2,yes,1,1,-61,5,1,300
558,E4 effort with bonus,10,36,female,17,768007,60,5,9,bank,1,195,4,yes,1,1,-84,6,0,0
559,E4 effort with bonus,10,36,female,18,808448,80,6,5,bust,-1,-196,-1,yes,1,1,-161,5,1,350
560,E4 effort with bonus,10,36,female,19,831792,70,5,10,bank,1,200,5,yes,1,1,-127,7,0,0
561,E4 effort with bonus,10,36,female,20,867575,96,7,0,bust,-1,-181,-7,yes,1,1,200,5,0,0
562,E4 effort with bonus,10,36,female,21,891337,73,5,4,bust,-1,-200,-1,yes,1,1,-74,3,0,0
563,E4 effort with bonus,10,36,female,22,921903,96,3,1,bust,-1,-200,-2,yes,1,1,-125,12,0,0
564,E4 effort with bonus,10,36,female,23,952863,4,12,1,bust,-1,-176,-11,try harder,1,NA,-200,2,1,192
565,E4 effort with bonus,10,36,female,24,974019,96,2,7,bank,1,200,5,try harder,1,NA,-148,3,1,282
566,E4 effort with bonus,10,36,female,25,997121,94,3,7,bank,1,200,4,yes,1,1,-163,7,1,175
567,E4 effort with bonus,10,36,female,26,1029906,25,7,10,bank,1,200,3,yes,1,1,-24,8,1,384
568,E4 effort with bonus,10,36,female,27,1065415,48,8,8,bank,1,193,0,try harder,1,NA,-154,8,0,0
569,E4 effort with bonus,10,36,female,28,1089024,2,8,7,bust,-1,-200,-1,yes,1,1,-116,3,1,243
570,E4 effort with bonus,10,36,female,29,1126373,81,3,7,bank,1,200,4,try harder,1,NA,-117,5,1,280
571,E4 effort with bonus,10,36,female,30,1178098,56,5,5,bank,1,200,0,try harder,1,NA,-96,7,1,126
572,E4 effort with bonus,10,36,female,31,1200723,18,7,7,bank,1,156,0,try harder,1,NA,-164,4,0,0
573,E4 effort with bonus,10,36,female,32,1221143,77,4,0,bust,-1,-200,-4,yes,1,1,-171,4,0,0
574,E4 effort with bonus,10,36,female,33,1244694,58,4,3,bust,-1,-200,-1,yes,1,1,-83,7,1,168
575,E4 effort with bonus,10,36,female,34,1270225,24,7,10,bank,1,181,3,try harder,1,NA,-137,5,0,0
576,E4 effort with bonus,10,36,female,35,1292301,35,5,4,bust,-1,-200,-1,yes,1,1,-86,8,0,0
577,E4 effort with bonus,10,36,female,36,1318142,39,8,4,bust,-1,-113,-4,yes,1,1,-151,3,1,252
578,E4 effort with bonus,10,36,female,37,1342856,84,3,8,bank,1,200,5,yes,1,1,-157,3,0,0
579,E4 effort with bonus,10,36,female,38,1371872,59,3,2,bust,-1,-200,-1,yes,1,1,-110,6,0,0
580,E4 effort with bonus,10,36,female,39,1391932,35,6,0,bust,-1,-179,-6,yes,1,1,148,2,1,92
581,E4 effort with bonus,10,36,female,40,1420779,46,2,7,bank,1,177,5,yes,1,1,-63,4,1,288
582,E4 effort with bonus,10,36,female,41,1438645,72,4,11,bank,1,174,7,yes,1,1,-200,5,1,300
583,E4 effort with bonus,10,36,female,42,1473787,60,5,6,bank,1,200,1,yes,1,1,17,8,1,168
584,E4 effort with bonus,10,36,female,43,1493228,21,8,12,bank,1,177,4,yes,1,1,-82,2,1,180
585,E4 effort with bonus,10,36,female,44,1510623,90,2,2,bank,1,196,0,yes,1,1,200,5,1,475
586,E4 effort with bonus,10,36,female,45,1535820,95,5,11,bank,1,200,6,yes,1,1,-77,5,1,460
587,E4 effort with bonus,10,36,female,46,1561266,92,5,8,bank,1,185,3,yes,1,1,-48,4,1,36
588,E4 effort with bonus,10,36,female,47,1581145,9,4,5,bank,1,200,1,yes,1,1,101,6,1,246
589,E4 effort with bonus,10,36,female,48,1599911,41,6,9,bank,1,200,3,yes,1,1,-52,3,1,234
590,E4 effort with bonus,10,36,female,49,1620794,78,3,12,bank,1,178,9,yes,1,1,-157,6,1,162
591,E4 effort with bonus,10,36,female,50,1640596,27,6,9,bank,1,200,3,yes,1,1,19,8,0,0
592,E4 effort with bonus,10,36,female,51,1663072,35,8,5,bust,-1,-105,-3,yes,1,1,-127,4,0,0
593,E4 effort with bonus,10,36,female,52,1680043,70,4,1,bust,-1,-140,-3,yes,1,1,-194,5,1,410
594,E4 effort with bonus,10,36,female,53,1700894,82,5,9,bank,1,128,4,yes,1,1,-112,7,1,434
595,E4 effort with bonus,10,36,female,54,1725444,62,7,12,bank,1,200,5,yes,1,1,-70,5,1,60
596,E4 effort with bonus,10,36,female,55,1743888,12,5,8,bank,1,119,3,yes,1,1,-73,2,1,140
597,E4 effort with bonus,10,36,female,56,1765227,70,2,3,bank,1,158,1,yes,1,1,57,3,1,198
598,E4 effort with bonus,10,36,female,57,1784749,66,3,8,bank,1,137,5,yes,1,1,-85,7,1,518
599,E4 effort with bonus,10,36,female,58,1808528,74,7,10,bank,1,200,3,yes,1,1,-118,6,1,408
600,E4 effort with bonus,10,36,female,59,1828085,68,6,7,bank,1,200,1,yes,1,1,82,NA,NA,NA
601,E4 effort with bonus,11,51,female,0,245079,81,2,8,bank,1,77,6,no,0,-1,-4,4,1,228
602,E4 effort with bonus,11,51,female,1,270847,57,4,8,bank,1,101,4,no,0,-1,35,2,1,54
603,E4 effort with bonus,11,51,female,2,295375,27,2,4,bank,1,38,2,no,0,-1,-1,5,1,35
604,E4 effort with bonus,11,51,female,3,324777,7,5,6,bank,1,52,1,no,0,-1,23,1,1,63
605,E4 effort with bonus,11,51,female,4,345634,63,1,4,bank,1,52,3,no,0,-1,61,2,1,112
606,E4 effort with bonus,11,51,female,5,362993,56,2,3,bank,1,85,1,no,0,-1,64,3,1,69
607,E4 effort with bonus,11,51,female,6,383276,23,3,11,bank,1,84,8,no,0,-1,86,6,0,0
608,E4 effort with bonus,11,51,female,7,409805,4,6,3,bust,-1,-86,-3,no,0,-1,-27,2,1,196
609,E4 effort with bonus,11,51,female,8,427726,98,2,4,bank,1,154,2,no,0,-1,105,1,0,0
610,E4 effort with bonus,11,51,female,9,446918,80,1,0,bust,-1,-165,-1,no,0,-1,-54,3,0,0
611,E4 effort with bonus,11,51,female,10,464142,13,3,2,bust,-1,-122,-1,no,0,-1,-72,2,1,62
612,E4 effort with bonus,11,51,female,11,481054,31,2,5,bank,1,122,3,no,0,-1,92,1,1,71
613,E4 effort with bonus,11,51,female,12,497377,71,1,9,bank,1,111,8,no,0,-1,102,1,1,51
614,E4 effort with bonus,11,51,female,13,512513,51,1,11,bank,1,123,10,no,0,-1,105,2,1,90
615,E4 effort with bonus,11,51,female,14,527841,45,2,9,bank,1,149,7,no,0,-1,129,1,0,0
616,E4 effort with bonus,11,51,female,15,543377,73,1,0,bust,-1,-87,-1,no,0,-1,-82,1,1,53
617,E4 effort with bonus,11,51,female,16,563109,53,1,5,bank,1,106,4,no,0,-1,86,2,1,46
618,E4 effort with bonus,11,51,female,17,577540,23,2,4,bank,1,121,2,no,0,-1,105,1,0,0
619,E4 effort with bonus,11,51,female,18,592236,38,1,0,bust,-1,-112,-1,no,0,-1,-61,1,1,63
620,E4 effort with bonus,11,51,female,19,607537,63,1,10,bank,1,119,9,no,0,-1,-72,1,1,43
621,E4 effort with bonus,11,51,female,20,622353,43,1,10,bank,1,78,9,no,0,-1,15,1,1,32
622,E4 effort with bonus,11,51,female,21,636329,32,1,12,bank,1,149,11,no,0,-1,40,1,0,0
623,E4 effort with bonus,11,51,female,22,651242,63,1,0,bust,-1,-86,-1,no,0,-1,-82,1,1,72
624,E4 effort with bonus,11,51,female,23,666790,72,1,7,bank,1,107,6,no,0,-1,39,1,1,68
625,E4 effort with bonus,11,51,female,24,679942,68,1,11,bank,1,90,10,no,0,-1,66,2,1,26
626,E4 effort with bonus,11,51,female,25,695478,13,2,9,bank,1,82,7,no,0,-1,24,1,0,0
627,E4 effort with bonus,11,51,female,26,712310,96,1,0,bust,-1,-158,-1,no,0,-1,-105,1,1,44
628,E4 effort with bonus,11,51,female,27,729122,44,1,4,bank,1,107,3,no,0,-1,-9,3,0,0
629,E4 effort with bonus,11,51,female,28,745402,10,3,1,bust,-1,-115,-2,no,0,-1,-121,1,1,51
630,E4 effort with bonus,11,51,female,29,758523,51,1,12,bank,1,53,11,no,0,-1,0,1,1,59
631,E4 effort with bonus,11,51,female,30,772755,59,1,10,bank,1,74,9,no,0,-1,0,1,1,25
632,E4 effort with bonus,11,51,female,31,786058,25,1,3,bank,1,111,2,no,0,-1,0,1,1,91
633,E4 effort with bonus,11,51,female,32,800799,91,1,6,bank,1,138,5,no,0,-1,83,1,1,80
634,E4 effort with bonus,11,51,female,33,814631,80,1,2,bank,1,90,1,no,0,-1,59,1,1,48
635,E4 effort with bonus,11,51,female,34,828303,48,1,1,bank,1,105,0,no,0,-1,44,2,1,44
636,E4 effort with bonus,11,51,female,35,842103,22,2,12,bank,1,97,10,no,0,-1,66,2,0,0
637,E4 effort with bonus,11,51,female,36,857379,49,2,1,bust,-1,-92,-1,no,0,-1,-57,1,1,35
638,E4 effort with bonus,11,51,female,37,870587,35,1,11,bank,1,78,10,no,0,-1,0,1,1,87
639,E4 effort with bonus,11,51,female,38,886347,87,1,11,bank,1,58,10,no,0,-1,0,1,1,58
640,E4 effort with bonus,11,51,female,39,899251,58,1,12,bank,1,88,11,no,0,-1,0,3,1,87
641,E4 effort with bonus,11,51,female,40,916296,29,3,9,bank,1,125,6,no,0,-1,49,1,1,74
642,E4 effort with bonus,11,51,female,41,930409,74,1,6,bank,1,97,5,no,0,-1,0,1,0,0
643,E4 effort with bonus,11,51,female,42,946216,70,1,0,bust,-1,-78,-1,no,0,-1,-47,1,1,63
644,E4 effort with bonus,11,51,female,43,963176,63,1,8,bank,1,92,7,no,0,-1,0,1,1,50
645,E4 effort with bonus,11,51,female,44,976668,50,1,1,bank,1,84,0,no,0,-1,0,2,1,116
646,E4 effort with bonus,11,51,female,45,990284,58,2,4,bank,1,102,2,no,0,-1,0,1,1,85
647,E4 effort with bonus,11,51,female,46,1002980,85,1,7,bank,1,91,6,no,0,-1,0,2,1,94
648,E4 effort with bonus,11,51,female,47,1017733,47,2,3,bank,1,111,1,no,0,-1,58,1,1,61
649,E4 effort with bonus,11,51,female,48,1030843,61,1,6,bank,1,60,5,no,0,-1,0,3,1,84
650,E4 effort with bonus,11,51,female,49,1045571,28,3,7,bank,1,128,4,no,0,-1,82,5,0,0
651,E4 effort with bonus,11,51,female,50,1063091,6,5,0,bust,-1,-79,-5,no,0,-1,-71,1,1,57
652,E4 effort with bonus,11,51,female,51,1076075,57,1,6,bank,1,72,5,no,0,-1,-1,1,1,55
653,E4 effort with bonus,11,51,female,52,1089563,55,1,12,bank,1,70,11,no,0,-1,0,1,1,43
654,E4 effort with bonus,11,51,female,53,1102963,43,1,1,bank,1,56,0,no,0,-1,0,1,1,93
655,E4 effort with bonus,11,51,female,54,1116963,93,1,2,bank,1,93,1,no,0,-1,85,2,0,0
656,E4 effort with bonus,11,51,female,55,1132587,39,2,1,bust,-1,-87,-1,no,0,-1,-50,2,0,0
657,E4 effort with bonus,11,51,female,56,1147587,34,2,0,bust,-1,-96,-2,no,0,-1,-80,1,1,77
658,E4 effort with bonus,11,51,female,57,1160860,77,1,5,bank,1,103,4,no,0,-1,0,1,1,49
659,E4 effort with bonus,11,51,female,58,1174532,49,1,3,bank,1,57,2,no,0,-1,0,5,1,35
660,E4 effort with bonus,11,51,female,59,1191644,7,5,8,bank,1,95,3,no,0,-1,114,NA,NA,NA
661,E4 effort with bonus,12,NA,male,0,296128,54,6,8,bank,1,86,2,yes,1,1,6,5,0,0
662,E4 effort with bonus,12,NA,male,1,328382,76,5,1,bust,-1,-77,-4,yes,1,1,-2,8,0,0
663,E4 effort with bonus,12,NA,male,2,357583,17,8,1,bust,-1,11,-7,yes,1,1,-108,5,1,210
664,E4 effort with bonus,12,NA,male,3,390607,42,5,9,bank,1,121,4,yes,1,1,-9,2,0,0
665,E4 effort with bonus,12,NA,male,4,417078,10,2,1,bust,-1,84,-1,yes,1,1,170,4,1,108
666,E4 effort with bonus,12,NA,male,5,442086,27,4,8,bank,1,142,4,yes,1,1,-63,2,1,22
667,E4 effort with bonus,12,NA,male,6,467119,11,2,2,bank,1,5,0,yes,1,1,200,3,1,171
668,E4 effort with bonus,12,NA,male,7,491926,57,3,9,bank,1,200,6,yes,1,1,-110,6,1,258
669,E4 effort with bonus,12,NA,male,8,520039,43,6,12,bank,1,199,6,yes,1,1,-137,8,0,0
670,E4 effort with bonus,12,NA,male,9,545118,42,8,5,bust,-1,-131,-3,yes,1,1,156,2,1,140
671,E4 effort with bonus,12,NA,male,10,570447,70,2,4,bank,1,121,2,yes,1,1,199,5,1,310
672,E4 effort with bonus,12,NA,male,11,627062,62,5,10,bank,1,108,5,yes,1,1,-97,3,0,0
673,E4 effort with bonus,12,NA,male,12,653838,81,3,0,bust,-1,82,-3,yes,1,1,-170,7,0,0
674,E4 effort with bonus,12,NA,male,13,696935,35,7,3,bust,-1,-4,-4,yes,1,1,16,2,1,130
675,E4 effort with bonus,12,NA,male,14,715518,65,2,8,bank,1,17,6,yes,1,1,-76,5,1,175
676,E4 effort with bonus,12,NA,male,15,756887,35,5,11,bank,1,73,6,yes,1,1,-107,10,0,0
677,E4 effort with bonus,12,NA,male,16,805831,6,10,3,bust,-1,-5,-7,yes,1,1,141,4,0,0
678,E4 effort with bonus,12,NA,male,17,827863,81,4,1,bust,-1,8,-3,yes,1,1,169,6,1,474
679,E4 effort with bonus,12,NA,male,18,875247,79,6,10,bank,1,200,4,yes,1,1,101,10,0,0
680,E4 effort with bonus,12,NA,male,19,903728,70,10,7,bust,-1,-64,-3,yes,1,1,103,7,1,455
681,E4 effort with bonus,12,NA,male,20,929423,65,7,9,bank,1,200,2,yes,1,1,59,2,1,132
682,E4 effort with bonus,12,NA,male,21,953687,66,2,2,bank,1,118,0,yes,1,1,200,5,0,0
683,E4 effort with bonus,12,NA,male,22,981871,90,5,2,bust,-1,34,-3,yes,1,1,-8,4,1,384
684,E4 effort with bonus,12,NA,male,23,1020288,96,4,7,bank,1,106,3,yes,1,1,-63,11,0,0
685,E4 effort with bonus,12,NA,male,24,1050960,12,11,10,bust,-1,-18,-1,yes,1,1,170,5,1,300
686,E4 effort with bonus,12,NA,male,25,1075447,60,5,7,bank,1,101,2,yes,1,1,69,6,1,516
687,E4 effort with bonus,12,NA,male,26,1100895,86,6,12,bank,1,191,6,yes,1,1,-100,2,1,68
688,E4 effort with bonus,12,NA,male,27,1122663,34,2,10,bank,1,26,8,yes,1,1,-146,5,0,0
689,E4 effort with bonus,12,NA,male,28,1144743,51,5,0,bust,-1,6,-5,yes,1,1,200,7,0,0
690,E4 effort with bonus,12,NA,male,29,1174016,46,7,6,bust,-1,-68,-1,yes,1,1,171,6,1,324
691,E4 effort with bonus,12,NA,male,30,1197352,54,6,8,bank,1,109,2,yes,1,1,43,10,1,430
692,E4 effort with bonus,12,NA,male,31,1229847,43,10,10,bank,1,200,0,yes,1,1,200,2,1,52
693,E4 effort with bonus,12,NA,male,32,1249928,26,2,9,bank,1,27,7,yes,1,1,-75,1,1,94
694,E4 effort with bonus,12,NA,male,33,1270856,94,1,5,bank,1,62,4,yes,1,1,-109,7,0,0
695,E4 effort with bonus,12,NA,male,34,1293824,35,7,0,bust,-1,-75,-7,yes,1,1,152,4,1,104
696,E4 effort with bonus,12,NA,male,35,1315407,26,4,4,bank,1,89,0,yes,1,1,200,9,1,396
697,E4 effort with bonus,12,NA,male,36,1346553,44,9,11,bank,1,200,2,yes,1,1,65,3,1,114
698,E4 effort with bonus,12,NA,male,37,1367951,38,3,3,bank,1,61,0,yes,1,1,200,6,0,0
699,E4 effort with bonus,12,NA,male,38,1392808,40,6,1,bust,-1,-45,-5,yes,1,1,112,1,1,16
700,E4 effort with bonus,12,NA,male,39,1413784,16,1,11,bank,1,24,10,yes,1,1,-108,5,0,0
701,E4 effort with bonus,12,NA,male,40,1436656,17,5,4,bust,-1,-71,-1,yes,1,1,138,9,0,0
702,E4 effort with bonus,12,NA,male,41,1470312,25,9,5,bust,-1,-79,-4,try harder,1,NA,15,4,1,356
703,E4 effort with bonus,12,NA,male,42,1496960,89,4,12,bank,1,136,8,yes,1,1,-130,6,1,372
704,E4 effort with bonus,12,NA,male,43,1523120,62,6,7,bank,1,200,1,yes,1,1,97,3,1,282
705,E4 effort with bonus,12,NA,male,44,1547537,94,3,5,bank,1,98,2,yes,1,1,-46,10,0,0
706,E4 effort with bonus,12,NA,male,45,1577040,73,10,4,bust,-1,-57,-6,yes,1,1,-104,5,1,255
707,E4 effort with bonus,12,NA,male,46,1601361,51,5,11,bank,1,81,6,yes,1,1,-111,6,0,0
708,E4 effort with bonus,12,NA,male,47,1625304,76,6,0,bust,-1,-106,-6,yes,1,1,200,9,0,0
709,E4 effort with bonus,12,NA,male,48,1654865,73,9,6,bust,-1,-87,-3,yes,1,1,-63,3,1,276
710,E4 effort with bonus,12,NA,male,49,1681457,92,3,5,bank,1,87,2,yes,1,1,153,7,0,0
711,E4 effort with bonus,12,NA,male,50,1708720,45,7,5,bust,-1,-122,-2,yes,1,1,108,4,1,176
712,E4 effort with bonus,12,NA,male,51,1735024,44,4,7,bank,1,131,3,yes,1,1,-96,5,1,425
713,E4 effort with bonus,12,NA,male,52,1758936,85,5,9,bank,1,200,4,yes,1,1,-116,9,0,0
714,E4 effort with bonus,12,NA,male,53,1785441,94,9,8,bust,-1,-159,-1,yes,1,1,-136,4,0,0
715,E4 effort with bonus,12,NA,male,54,1809265,63,4,3,bust,-1,13,-1,yes,1,1,116,3,1,42
716,E4 effort with bonus,12,NA,male,55,1829648,14,3,9,bank,1,51,6,yes,1,1,-78,10,1,700
717,E4 effort with bonus,12,NA,male,56,1856384,70,10,10,bank,1,200,0,yes,1,1,200,6,0,0
718,E4 effort with bonus,12,NA,male,57,1884113,50,6,5,bust,-1,-104,-1,yes,1,1,71,9,1,450
719,E4 effort with bonus,12,NA,male,58,1909664,50,9,10,bank,1,200,1,yes,1,1,13,3,1,51
720,E4 effort with bonus,12,NA,male,59,1931048,17,3,12,bank,1,146,9,yes,1,1,-161,NA,NA,NA
721,E4 effort with bonus,13,64,female,0,346766,53,7,7,bank,1,80,0,try harder,1,NA,25,9,0,0
722,E4 effort with bonus,13,64,female,1,414583,82,9,5,bust,-1,-200,-4,try harder,1,NA,-200,6,0,0
723,E4 effort with bonus,13,64,female,2,446157,22,6,4,bust,-1,-200,-2,try harder,1,NA,-200,5,1,30
724,E4 effort with bonus,13,64,female,3,483839,6,5,11,bank,1,139,6,try harder,1,NA,83,6,1,288
725,E4 effort with bonus,13,64,female,4,535137,48,6,7,bank,1,89,1,try harder,1,NA,30,7,0,0
726,E4 effort with bonus,13,64,female,5,567163,45,7,5,bust,-1,-200,-2,try harder,1,NA,36,5,1,225
727,E4 effort with bonus,13,64,female,6,620469,45,5,5,bank,1,43,0,try harder,1,NA,13,4,1,132
728,E4 effort with bonus,13,64,female,7,671227,33,4,10,bank,1,-32,6,try harder,1,NA,12,3,1,48
729,E4 effort with bonus,13,64,female,8,705666,16,3,6,bank,1,-105,3,try harder,1,NA,-45,6,1,180
730,E4 effort with bonus,13,64,female,9,739823,30,6,9,bank,1,56,3,try harder,1,NA,1,7,0,0
731,E4 effort with bonus,13,64,female,10,767231,78,7,4,bust,-1,-200,-3,try harder,1,NA,9,4,1,212
732,E4 effort with bonus,13,64,female,11,798153,53,4,8,bank,1,48,4,try harder,1,NA,13,5,0,0
733,E4 effort with bonus,13,64,female,12,837929,66,5,4,bust,-1,-200,-1,try harder,1,NA,7,5,1,310
734,E4 effort with bonus,13,64,female,13,880103,62,5,8,bank,1,133,3,try harder,1,NA,27,6,0,0
735,E4 effort with bonus,13,64,female,14,918319,19,6,0,bust,-1,-200,-6,try harder,1,NA,-44,3,1,24
736,E4 effort with bonus,13,64,female,15,947094,8,3,10,bank,1,-54,7,try harder,1,NA,-37,3,1,72
737,E4 effort with bonus,13,64,female,16,996205,24,3,6,bank,1,-119,3,try harder,1,NA,-51,10,1,70
738,E4 effort with bonus,13,64,female,17,1048632,7,10,11,bank,1,125,1,try harder,1,NA,40,5,1,50
739,E4 effort with bonus,13,64,female,18,1227547,10,5,8,bank,1,-54,3,try harder,1,NA,53,6,0,0
740,E4 effort with bonus,13,64,female,19,1275762,14,6,2,bust,-1,46,-4,try harder,1,NA,20,5,1,40
741,E4 effort with bonus,13,64,female,20,1342080,8,5,5,bank,1,33,0,try harder,1,NA,24,5,1,105
742,E4 effort with bonus,13,64,female,21,1445783,21,5,5,bank,1,23,0,try harder,1,NA,69,4,0,0
743,E4 effort with bonus,13,64,female,22,1476663,51,4,3,bust,-1,-200,-1,yes,1,1,16,12,0,0
744,E4 effort with bonus,13,64,female,23,1507355,1,12,11,bust,-1,-200,-1,yes,1,1,-57,5,0,0
745,E4 effort with bonus,13,64,female,24,1535172,51,5,4,bust,-1,-200,-1,yes,1,1,-177,4,1,332
746,E4 effort with bonus,13,64,female,25,1561944,83,4,10,bank,1,40,6,yes,1,1,-103,7,1,336
747,E4 effort with bonus,13,64,female,26,1586794,48,7,11,bank,1,44,4,yes,1,1,12,6,0,0
748,E4 effort with bonus,13,64,female,27,1611367,64,6,1,bust,-1,-196,-5,try harder,1,NA,-193,6,1,216
