,study,subject,age,gender,trial,time_elapsed,pump_value,n_pumps,limit,outcome,outcome_ec,outcome_rating,diff_pumps_limit,information_outcome,information_sought,information_received_ec,emotion_change_rating,next_trial_n_pumps,next_trial_bank,next_trial_points
266,E1 no cost,5,19,female,25,813929,66,5,11,bank,1,15,6,no,0,-1,14,6,0,0
267,E1 no cost,5,19,female,26,903462,57,6,5,bust,-1,-7,-1,no,0,-1,-13,4,1,392
268,E1 no cost,5,19,female,27,925010,98,4,4,bank,1,12,0,no,0,-1,10,6,0,0
269,E1 no cost,5,19,female,28,946802,66,6,4,bust,-1,-21,-2,no,0,-1,-6,5,1,370
270,E1 no cost,5,19,female,29,969044,74,5,7,bank,1,28,2,no,0,-1,13,8,0,0
271,E1 no cost,5,19,female,30,994333,29,8,2,bust,-1,-15,-6,no,0,-1,-9,5,0,0
272,E1 no cost,5,19,female,31,1035565,11,5,2,bust,-1,-17,-3,no,0,-1,-17,5,0,0
273,E1 no cost,5,19,female,32,1050728,63,5,0,bust,-1,-28,-5,no,0,-1,-21,4,1,364
274,E1 no cost,5,19,female,33,1063578,91,4,9,bank,1,9,5,no,0,-1,19,4,1,108
275,E1 no cost,5,19,female,34,1078135,27,4,4,bank,1,27,0,no,0,-1,20,6,0,0
276,E1 no cost,5,19,female,35,1096574,88,6,4,bust,-1,-17,-2,yes,1,1,7,4,1,376
277,E1 no cost,5,19,female,36,1111809,94,4,9,bank,1,38,5,no,0,-1,26,4,1,52
278,E1 no cost,5,19,female,37,1128065,13,4,10,bank,1,9,6,no,0,-1,7,7,1,196
279,E1 no cost,5,19,female,38,1154076,28,7,12,bank,1,36,5,no,0,-1,14,4,1,304
280,E1 no cost,5,19,female,39,1190181,76,4,6,bank,1,16,2,no,0,-1,25,2,1,30
281,E1 no cost,5,19,female,40,1207208,15,2,7,bank,1,-1,5,no,0,-1,0,5,0,0
282,E1 no cost,5,19,female,41,1221682,31,5,4,bust,-1,-12,-1,no,0,-1,-16,4,1,152
283,E1 no cost,5,19,female,42,1234621,38,4,10,bank,1,18,6,no,0,-1,33,4,0,0
284,E1 no cost,5,19,female,43,1249162,81,4,3,bust,-1,-21,-1,no,0,-1,-44,1,1,7
285,E1 no cost,5,19,female,44,1263561,7,1,10,bank,1,-10,9,no,0,-1,-12,5,1,250
286,E1 no cost,5,19,female,45,1280543,50,5,10,bank,1,61,5,no,0,-1,39,3,1,54
287,E1 no cost,5,19,female,46,1295684,18,3,5,bank,1,11,2,no,0,-1,8,6,0,0
288,E1 no cost,5,19,female,47,1315595,57,6,0,bust,-1,-5,-6,no,0,-1,-27,1,1,11
289,E1 no cost,5,19,female,48,1328371,11,1,12,bank,1,8,11,no,0,-1,2,8,0,0
290,E1 no cost,5,19,female,49,1347166,40,8,7,bust,-1,-21,-1,yes,1,1,-21,5,1,255
291,E1 no cost,5,19,female,50,1363473,51,5,6,bank,1,10,1,no,0,-1,22,6,0,0
292,E1 no cost,5,19,female,51,1379756,56,6,3,bust,-1,-15,-3,no,0,-1,-6,4,1,96
293,E1 no cost,5,19,female,52,1397795,24,4,8,bank,1,0,4,no,0,-1,8,4,1,384
294,E1 no cost,5,19,female,53,1412070,96,4,7,bank,1,65,3,no,0,-1,32,3,0,0
295,E1 no cost,5,19,female,54,1427763,90,3,2,bust,-1,-20,-1,no,0,-1,-13,4,0,0
296,E1 no cost,5,19,female,55,1452845,52,4,0,bust,-1,-31,-4,no,0,-1,-28,4,0,0
297,E1 no cost,5,19,female,56,1470135,100,4,0,bust,-1,-14,-4,yes,1,1,16,7,0,0
298,E1 no cost,5,19,female,57,1487008,27,7,4,bust,-1,-19,-3,no,0,-1,0,5,1,235
299,E1 no cost,5,19,female,58,1501870,47,5,8,bank,1,0,3,no,0,-1,18,5,1,500
300,E1 no cost,5,19,female,59,1518850,100,5,6,bank,1,94,1,no,0,-1,63,NA,NA,NA
301,E1 no cost,6,26,female,0,235723,60,4,1,bust,-1,-150,-3,yes,1,1,8,5,0,0
302,E1 no cost,6,26,female,1,263571,19,5,0,bust,-1,-200,-5,yes,1,1,-21,1,1,47
303,E1 no cost,6,26,female,2,280851,47,1,8,bank,1,47,7,yes,1,1,-111,2,1,144
304,E1 no cost,6,26,female,3,296495,72,2,7,bank,1,58,5,yes,1,1,-77,5,1,425
305,E1 no cost,6,26,female,4,314062,85,5,12,bank,1,152,7,yes,1,1,-128,7,1,350
306,E1 no cost,6,26,female,5,332996,50,7,12,bank,1,29,5,yes,1,1,-73,12,0,0
307,E1 no cost,6,26,female,6,359442,1,12,2,bust,-1,-39,-10,yes,1,1,3,6,0,0
308,E1 no cost,6,26,female,7,382508,51,6,1,bust,-1,-63,-5,yes,1,1,-36,4,1,208
309,E1 no cost,6,26,female,8,407175,52,4,7,bank,1,68,3,no,0,-1,11,2,1,164
310,E1 no cost,6,26,female,9,424361,82,2,9,bank,1,5,7,yes,1,1,-80,4,1,344
311,E1 no cost,6,26,female,10,440311,86,4,9,bank,1,24,5,yes,1,1,-56,4,1,380
312,E1 no cost,6,26,female,11,457960,95,4,6,bank,1,8,2,yes,1,1,-12,7,0,0
313,E1 no cost,6,26,female,12,477538,13,7,4,bust,-1,-63,-3,yes,1,1,26,6,1,258
314,E1 no cost,6,26,female,13,497580,43,6,12,bank,1,57,6,yes,1,1,-124,8,0,0
315,E1 no cost,6,26,female,14,519246,36,8,2,bust,-1,-129,-6,yes,1,1,-28,4,0,0
316,E1 no cost,6,26,female,15,534634,71,4,2,bust,-1,-95,-2,yes,1,1,30,10,0,0
317,E1 no cost,6,26,female,16,556344,15,10,7,bust,-1,-190,-3,yes,1,1,65,5,0,0
318,E1 no cost,6,26,female,17,574257,46,5,3,bust,-1,-116,-2,yes,1,1,116,6,1,276
319,E1 no cost,6,26,female,18,594762,46,6,6,bank,1,72,0,yes,1,1,200,7,1,224
320,E1 no cost,6,26,female,19,612905,32,7,8,bank,1,78,1,yes,1,1,126,10,0,0
321,E1 no cost,6,26,female,20,634380,17,10,2,bust,-1,-105,-8,yes,1,1,-58,8,1,296
322,E1 no cost,6,26,female,21,652661,37,8,12,bank,1,120,4,yes,1,1,-64,8,1,616
323,E1 no cost,6,26,female,22,671978,77,8,9,bank,1,197,1,yes,1,1,42,6,1,384
324,E1 no cost,6,26,female,23,688776,64,6,9,bank,1,75,3,yes,1,1,-25,5,1,330
325,E1 no cost,6,26,female,24,705097,66,5,11,bank,1,11,6,yes,1,1,-100,10,1,160
326,E1 no cost,6,26,female,25,726713,16,10,12,bank,1,37,2,yes,1,1,5,6,1,504
327,E1 no cost,6,26,female,26,741768,84,6,10,bank,1,51,4,yes,1,1,-96,11,0,0
328,E1 no cost,6,26,female,27,763171,29,11,7,bust,-1,-153,-4,yes,1,1,-3,5,0,0
329,E1 no cost,6,26,female,28,780227,84,5,0,bust,-1,-75,-5,yes,1,1,-51,4,1,392
330,E1 no cost,6,26,female,29,795068,98,4,7,bank,1,76,3,yes,1,1,-72,12,0,0
331,E1 no cost,6,26,female,30,816931,10,12,0,bust,-1,-152,-12,yes,1,1,-129,8,1,736
332,E1 no cost,6,26,female,31,844654,92,8,8,bank,1,111,0,yes,1,1,139,4,0,0
333,E1 no cost,6,26,female,32,859222,68,4,3,bust,-1,-161,-1,yes,1,1,52,4,1,244
334,E1 no cost,6,26,female,33,873656,61,4,7,bank,1,102,3,yes,1,1,-35,12,0,0
335,E1 no cost,6,26,female,34,894978,11,12,6,bust,-1,-67,-6,yes,1,1,-7,6,0,0
336,E1 no cost,6,26,female,35,910791,26,6,0,bust,-1,-107,-6,yes,1,1,-111,3,0,0
337,E1 no cost,6,26,female,36,924727,87,3,2,bust,-1,-102,-1,yes,1,1,48,4,1,100
338,E1 no cost,6,26,female,37,938646,25,4,11,bank,1,105,7,yes,1,1,-90,5,0,0
339,E1 no cost,6,26,female,38,953627,64,5,2,bust,-1,-111,-3,yes,1,1,-2,6,1,330
340,E1 no cost,6,26,female,39,968522,55,6,12,bank,1,115,6,yes,1,1,-72,12,0,0
341,E1 no cost,6,26,female,40,988061,14,12,3,bust,-1,-52,-9,yes,1,1,-55,5,0,0
342,E1 no cost,6,26,female,41,1002388,94,5,4,bust,-1,-94,-1,yes,1,1,40,5,1,190
343,E1 no cost,6,26,female,42,1017786,38,5,12,bank,1,98,7,yes,1,1,-80,7,1,511
344,E1 no cost,6,26,female,43,1035019,73,7,10,bank,1,94,3,yes,1,1,-23,6,0,0
345,E1 no cost,6,26,female,44,1050019,78,6,3,bust,-1,-110,-3,yes,1,1,-44,6,1,360
346,E1 no cost,6,26,female,45,1064954,60,6,8,bank,1,88,2,yes,1,1,13,6,1,210
347,E1 no cost,6,26,female,46,1079378,35,6,11,bank,1,71,5,yes,1,1,-88,6,0,0
348,E1 no cost,6,26,female,47,1094329,47,6,0,bust,-1,-151,-6,yes,1,1,-93,1,1,1
349,E1 no cost,6,26,female,48,1106908,1,1,8,bank,1,60,7,yes,1,1,-94,4,1,136
350,E1 no cost,6,26,female,49,1121097,34,4,6,bank,1,47,2,yes,1,1,-4,4,1,92
351,E1 no cost,6,26,female,50,1156792,23,4,8,bank,1,41,4,yes,1,1,-51,9,0,0
352,E1 no cost,6,26,female,51,1193526,67,9,8,bust,-1,-84,-1,yes,1,1,-190,5,1,335
353,E1 no cost,6,26,female,52,1208386,67,5,8,bank,1,44,3,yes,1,1,-64,7,1,483
354,E1 no cost,6,26,female,53,1225464,69,7,10,bank,1,58,3,yes,1,1,-71,8,0,0
355,E1 no cost,6,26,female,54,1243054,48,8,5,bust,-1,-132,-3,yes,1,1,47,4,0,0
356,E1 no cost,6,26,female,55,1257195,38,4,0,bust,-1,-103,-4,yes,1,1,-63,4,1,136
357,E1 no cost,6,26,female,56,1271418,34,4,9,bank,1,50,5,yes,1,1,-136,4,0,0
358,E1 no cost,6,26,female,57,1285666,45,4,3,bust,-1,-105,-1,yes,1,1,51,5,1,260
359,E1 no cost,6,26,female,58,1300219,52,5,7,bank,1,54,2,yes,1,1,-48,5,0,0
360,E1 no cost,6,26,female,59,1318367,80,5,0,bust,-1,-141,-5,yes,1,1,-145,NA,NA,NA
361,E1 no cost,7,20,female,0,233763,53,2,6,bank,1,23,4,yes,1,1,-61,1,1,73
362,E1 no cost,7,20,female,1,256220,73,1,2,bank,1,-15,1,yes,1,1,51,2,1,140
363,E1 no cost,7,20,female,2,275284,70,2,7,bank,1,62,5,yes,1,1,-86,1,1,96
364,E1 no cost,7,20,female,3,289980,96,1,3,bank,1,0,2,yes,1,1,0,2,1,180
365,E1 no cost,7,20,female,4,310921,90,2,4,bank,1,52,2,yes,1,1,64,2,1,178
366,E1 no cost,7,20,female,5,329619,89,2,6,bank,1,55,4,yes,1,1,25,3,1,237
367,E1 no cost,7,20,female,6,354525,79,3,10,bank,1,59,7,yes,1,1,-68,5,1,445
368,E1 no cost,7,20,female,7,381540,89,5,9,bank,1,58,4,yes,1,1,39,8,0,0
369,E1 no cost,7,20,female,8,407325,48,8,4,bust,-1,-134,-4,yes,1,1,-161,4,1,188
370,E1 no cost,7,20,female,9,429441,47,4,6,bank,1,0,2,yes,1,1,-83,10,0,0
371,E1 no cost,7,20,female,10,456886,10,10,2,bust,-1,-128,-8,yes,1,1,-182,3,0,0
372,E1 no cost,7,20,female,11,479563,55,3,0,bust,-1,-160,-3,yes,1,1,0,2,0,0
373,E1 no cost,7,20,female,12,494346,39,2,0,bust,-1,-177,-2,yes,1,1,-200,1,1,87
374,E1 no cost,7,20,female,13,510113,87,1,1,bank,1,0,0,yes,1,1,0,2,1,30
375,E1 no cost,7,20,female,14,532631,15,2,6,bank,1,0,4,yes,1,1,-49,3,1,186
376,E1 no cost,7,20,female,15,552964,62,3,9,bank,1,47,6,yes,1,1,-24,4,1,24
377,E1 no cost,7,20,female,16,571854,6,4,10,bank,1,0,6,yes,1,1,-60,3,1,138
378,E1 no cost,7,20,female,17,587770,46,3,11,bank,1,0,8,yes,1,1,-102,6,1,126
379,E1 no cost,7,20,female,18,611537,21,6,10,bank,1,60,4,yes,1,1,0,1,1,100
380,E1 no cost,7,20,female,19,625495,100,1,4,bank,1,0,3,yes,1,1,-38,3,1,153
381,E1 no cost,7,20,female,20,642207,51,3,4,bank,1,32,1,yes,1,1,97,1,1,74
382,E1 no cost,7,20,female,21,655210,74,1,9,bank,1,0,8,yes,1,1,-84,6,0,0
383,E1 no cost,7,20,female,22,676507,21,6,5,bust,-1,-121,-1,yes,1,1,-179,2,1,152
384,E1 no cost,7,20,female,23,692281,76,2,9,bank,1,0,7,yes,1,1,-78,4,0,0
385,E1 no cost,7,20,female,24,710693,43,4,1,bust,-1,-112,-3,yes,1,1,0,1,1,88
386,E1 no cost,7,20,female,25,724039,88,1,12,bank,1,0,11,yes,1,1,-110,1,1,99
387,E1 no cost,7,20,female,26,738095,99,1,6,bank,1,0,5,yes,1,1,-95,2,1,144
388,E1 no cost,7,20,female,27,754247,72,2,11,bank,1,0,9,yes,1,1,-106,6,0,0
389,E1 no cost,7,20,female,28,785475,25,6,5,bust,-1,-123,-1,yes,1,1,-176,3,1,156
390,E1 no cost,7,20,female,29,798528,52,3,8,bank,1,0,5,yes,1,1,-94,5,0,0
391,E1 no cost,7,20,female,30,818578,14,5,1,bust,-1,-107,-4,yes,1,1,-126,3,1,243
392,E1 no cost,7,20,female,31,836371,81,3,5,bank,1,0,2,yes,1,1,0,2,1,52
393,E1 no cost,7,20,female,32,854455,26,2,12,bank,1,0,10,yes,1,1,-99,5,1,115
394,E1 no cost,7,20,female,33,871842,23,5,11,bank,1,0,6,yes,1,1,-89,2,1,170
395,E1 no cost,7,20,female,34,887516,85,2,10,bank,1,0,8,yes,1,1,-77,3,1,276
396,E1 no cost,7,20,female,35,907824,92,3,3,bank,1,22,0,yes,1,1,135,5,1,160
397,E1 no cost,7,20,female,36,928014,32,5,5,bank,1,0,0,yes,1,1,123,3,1,126
398,E1 no cost,7,20,female,37,944027,42,3,5,bank,1,0,2,yes,1,1,0,2,1,190
399,E1 no cost,7,20,female,38,961964,95,2,5,bank,1,0,3,yes,1,1,-17,5,0,0
400,E1 no cost,7,20,female,39,979912,41,5,1,bust,-1,-35,-4,yes,1,1,-113,2,1,92
401,E1 no cost,7,20,female,40,993189,46,2,4,bank,1,0,2,yes,1,1,0,3,0,0
402,E1 no cost,7,20,female,41,1008189,34,3,2,bust,-1,-46,-1,yes,1,1,-102,2,1,128
403,E1 no cost,7,20,female,42,1020042,64,2,9,bank,1,0,7,yes,1,1,0,5,1,235
404,E1 no cost,7,20,female,43,1038118,47,5,5,bank,1,0,0,yes,1,1,97,1,1,83
405,E1 no cost,7,20,female,44,1051396,83,1,9,bank,1,0,8,yes,1,1,-85,1,1,100
406,E1 no cost,7,20,female,45,1064997,100,1,5,bank,1,0,4,yes,1,1,-84,5,0,0
407,E1 no cost,7,20,female,46,1083390,17,5,3,bust,-1,-82,-2,yes,1,1,-105,4,1,160
408,E1 no cost,7,20,female,47,1105878,40,4,11,bank,1,0,7,yes,1,1,-92,2,1,170
409,E1 no cost,7,20,female,48,1121495,85,2,9,bank,1,0,7,no,0,-1,0,5,1,100
410,E1 no cost,7,20,female,49,1149401,20,5,9,bank,1,0,4,yes,1,1,0,3,1,48
411,E1 no cost,7,20,female,50,1162958,16,3,12,bank,1,0,9,yes,1,1,-134,8,0,0
412,E1 no cost,7,20,female,51,1185220,2,8,5,bust,-1,-108,-3,yes,1,1,-149,2,1,158
413,E1 no cost,7,20,female,52,1198544,79,2,7,bank,1,0,5,yes,1,1,-4,3,0,0
414,E1 no cost,7,20,female,53,1213004,83,3,0,bust,-1,-81,-3,yes,1,1,-128,2,1,130
415,E1 no cost,7,20,female,54,1229313,65,2,8,bank,1,0,6,yes,1,1,-66,3,1,69
416,E1 no cost,7,20,female,55,1244106,23,3,9,bank,1,0,6,yes,1,1,0,4,1,144
417,E1 no cost,7,20,female,56,1259934,36,4,9,bank,1,0,5,yes,1,1,0,5,1,305
418,E1 no cost,7,20,female,57,1275580,61,5,7,bank,1,0,2,yes,1,1,0,5,1,75
419,E1 no cost,7,20,female,58,1292890,15,5,12,bank,1,0,7,yes,1,1,0,4,1,180
420,E1 no cost,7,20,female,59,1309596,45,4,6,bank,1,0,2,yes,1,1,3,NA,NA,NA
421,E1 no cost,8,21,female,0,309202,70,2,6,bank,1,121,4,yes,1,1,-83,3,1,18
422,E1 no cost,8,21,female,1,345478,6,3,5,bank,1,83,2,yes,1,1,60,2,1,190
423,E1 no cost,8,21,female,2,372003,95,2,5,bank,1,47,3,yes,1,1,-90,3,1,219
424,E1 no cost,8,21,female,3,392435,73,3,10,bank,1,126,7,yes,1,1,-162,2,1,14
425,E1 no cost,8,21,female,4,411411,7,2,9,bank,1,33,7,yes,1,1,-63,3,1,6
426,E1 no cost,8,21,female,5,433011,2,3,9,bank,1,56,6,yes,1,1,38,2,1,84
427,E1 no cost,8,21,female,6,453739,42,2,2,bank,1,71,0,yes,1,1,198,3,1,291
428,E1 no cost,8,21,female,7,476508,97,3,5,bank,1,100,2,yes,1,1,-19,3,1,249
429,E1 no cost,8,21,female,8,497578,83,3,5,bank,1,84,2,yes,1,1,-51,3,1,144
430,E1 no cost,8,21,female,9,516543,48,3,9,bank,1,48,6,yes,1,1,-107,5,1,20
431,E1 no cost,8,21,female,10,541962,4,5,6,bank,1,77,1,yes,1,1,175,2,1,166
432,E1 no cost,8,21,female,11,562913,83,2,4,bank,1,54,2,yes,1,1,-16,4,1,212
433,E1 no cost,8,21,female,12,588344,53,4,10,bank,1,71,6,yes,1,1,-138,4,1,136
434,E1 no cost,8,21,female,13,605723,34,4,12,bank,1,66,8,yes,1,1,-187,4,1,136
435,E1 no cost,8,21,female,14,629634,34,4,8,bank,1,70,4,yes,1,1,-59,3,1,114
436,E1 no cost,8,21,female,15,646445,38,3,3,bank,1,55,0,yes,1,1,200,4,1,360
437,E1 no cost,8,21,female,16,663375,90,4,4,bank,1,81,0,yes,1,1,200,5,1,90
438,E1 no cost,8,21,female,17,681847,18,5,8,bank,1,80,3,yes,1,1,-63,6,0,0
439,E1 no cost,8,21,female,18,701217,4,6,4,bust,-1,-91,-2,yes,1,1,-135,4,0,0
440,E1 no cost,8,21,female,19,718195,37,4,0,bust,-1,-170,-4,yes,1,1,-200,2,1,4
441,E1 no cost,8,21,female,20,735240,2,2,4,bank,1,57,2,yes,1,1,61,2,1,42
442,E1 no cost,8,21,female,21,753187,21,2,12,bank,1,56,10,yes,1,1,-119,3,1,219
443,E1 no cost,8,21,female,22,774121,73,3,4,bank,1,68,1,yes,1,1,149,4,1,56
444,E1 no cost,8,21,female,23,793848,14,4,7,bank,1,126,3,yes,1,1,-57,4,0,0
445,E1 no cost,8,21,female,24,814613,44,4,0,bust,-1,-121,-4,yes,1,1,-200,1,1,93
446,E1 no cost,8,21,female,25,830581,93,1,4,bank,1,43,3,yes,1,1,-71,3,1,294
447,E1 no cost,8,21,female,26,846364,98,3,6,bank,1,99,3,yes,1,1,14,3,1,48
448,E1 no cost,8,21,female,27,862788,16,3,8,bank,1,69,5,yes,1,1,-109,4,0,0
449,E1 no cost,8,21,female,28,882627,66,4,3,bust,-1,-144,-1,yes,1,1,-174,2,1,180
450,E1 no cost,8,21,female,29,895259,90,2,11,bank,1,83,9,yes,1,1,-167,5,0,0
451,E1 no cost,8,21,female,30,912149,4,5,3,bust,-1,-163,-2,yes,1,1,-169,1,0,0
452,E1 no cost,8,21,female,31,930349,2,1,0,bust,-1,-76,-1,yes,1,1,1,2,1,170
453,E1 no cost,8,21,female,32,944211,85,2,9,bank,1,48,7,yes,1,1,-135,4,1,156
454,E1 no cost,8,21,female,33,958971,39,4,7,bank,1,75,3,yes,1,1,-37,3,0,0
455,E1 no cost,8,21,female,34,974123,85,3,1,bust,-1,-167,-2,yes,1,1,-115,2,0,0
456,E1 no cost,8,21,female,35,988076,10,2,1,bust,-1,-121,-1,yes,1,1,-182,4,1,28
457,E1 no cost,8,21,female,36,1004788,7,4,5,bank,1,98,1,yes,1,1,147,1,1,90
458,E1 no cost,8,21,female,37,1019174,90,1,11,bank,1,87,10,yes,1,1,-181,3,0,0
459,E1 no cost,8,21,female,38,1033308,96,3,2,bust,-1,-176,-1,yes,1,1,-158,3,1,99
460,E1 no cost,8,21,female,39,1049220,33,3,8,bank,1,120,5,yes,1,1,-11,1,1,98
461,E1 no cost,8,21,female,40,1062403,98,1,2,bank,1,55,1,yes,1,1,200,3,1,102
462,E1 no cost,8,21,female,41,1077860,34,3,11,bank,1,93,8,yes,1,1,-90,2,1,84
463,E1 no cost,8,21,female,42,1093819,42,2,6,bank,1,62,4,yes,1,1,-62,5,1,110
464,E1 no cost,8,21,female,43,1109394,22,5,10,bank,1,144,5,yes,1,1,-18,3,1,237
465,E1 no cost,8,21,female,44,1123643,79,3,8,bank,1,97,5,yes,1,1,-99,1,1,90
466,E1 no cost,8,21,female,45,1136827,90,1,1,bank,1,30,0,yes,1,1,200,2,1,154
467,E1 no cost,8,21,female,46,1151563,77,2,4,bank,1,97,2,yes,1,1,20,2,1,118
468,E1 no cost,8,21,female,47,1163595,59,2,11,bank,1,56,9,yes,1,1,-153,3,1,75
469,E1 no cost,8,21,female,48,1177473,25,3,4,bank,1,44,1,yes,1,1,173,2,1,24
470,E1 no cost,8,21,female,49,1190753,12,2,8,bank,1,72,6,yes,1,1,-80,3,1,285
471,E1 no cost,8,21,female,50,1206144,95,3,7,bank,1,124,4,yes,1,1,-110,5,0,0
472,E1 no cost,8,21,female,51,1221920,99,5,1,bust,-1,-176,-4,yes,1,1,-200,4,1,20
473,E1 no cost,8,21,female,52,1235867,5,4,6,bank,1,67,2,yes,1,1,85,4,1,380
474,E1 no cost,8,21,female,53,1250810,95,4,9,bank,1,154,5,yes,1,1,-122,4,1,144
475,E1 no cost,8,21,female,54,1266882,36,4,7,bank,1,67,3,yes,1,1,67,2,1,116
476,E1 no cost,8,21,female,55,1280435,58,2,5,bank,1,74,3,yes,1,1,40,3,1,156
477,E1 no cost,8,21,female,56,1294560,52,3,7,bank,1,95,4,yes,1,1,-79,3,0,0
478,E1 no cost,8,21,female,57,1308468,44,3,1,bust,-1,-171,-2,yes,1,1,-150,2,1,180
479,E1 no cost,8,21,female,58,1322188,90,2,11,bank,1,78,9,yes,1,1,-200,3,1,132
480,E1 no cost,8,21,female,59,1336060,44,3,3,bank,1,101,0,yes,1,1,200,NA,NA,NA
481,E1 no cost,9,20,female,0,247599,86,3,11,bank,1,4,8,yes,1,1,8,4,0,0
482,E1 no cost,9,20,female,1,267437,11,4,0,bust,-1,-192,-4,no,0,-1,12,1,1,70
483,E1 no cost,9,20,female,2,283501,70,1,7,bank,1,14,6,no,0,-1,-35,8,0,0
484,E1 no cost,9,20,female,3,303035,83,8,6,bust,-1,-200,-2,yes,1,1,-120,3,1,9
485,E1 no cost,9,20,female,4,321913,3,3,12,bank,1,-61,9,yes,1,1,-31,2,1,104
486,E1 no cost,9,20,female,5,337126,52,2,8,bank,1,75,6,no,0,-1,8,3,0,0
487,E1 no cost,9,20,female,6,353853,50,3,0,bust,-1,-192,-3,yes,1,1,-200,12,0,0
488,E1 no cost,9,20,female,7,379438,50,12,11,bust,-1,-200,-1,yes,1,1,-16,4,1,256
489,E1 no cost,9,20,female,8,401874,64,4,8,bank,1,45,4,yes,1,1,-38,8,1,72
490,E1 no cost,9,20,female,9,423744,9,8,9,bank,1,78,1,no,0,-1,18,3,1,171
491,E1 no cost,9,20,female,10,437941,57,3,12,bank,1,109,9,no,0,-1,26,1,0,0
492,E1 no cost,9,20,female,11,455535,87,1,0,bust,-1,-43,-1,yes,1,1,-31,5,1,90
493,E1 no cost,9,20,female,12,473449,18,5,7,bank,1,76,2,yes,1,1,6,5,0,0
494,E1 no cost,9,20,female,13,497231,51,5,2,bust,-1,-200,-3,yes,1,1,-94,3,1,246
495,E1 no cost,9,20,female,14,510951,82,3,3,bank,1,53,0,yes,1,1,200,6,0,0
496,E1 no cost,9,20,female,15,529663,100,6,3,bust,-1,-127,-3,yes,1,1,-69,1,1,60
497,E1 no cost,9,20,female,16,542068,60,1,11,bank,1,45,10,no,0,-1,27,4,1,348
498,E1 no cost,9,20,female,17,558522,87,4,5,bank,1,81,1,yes,1,1,18,2,1,112
499,E1 no cost,9,20,female,18,571308,56,2,10,bank,1,182,8,no,0,-1,38,3,1,141
500,E1 no cost,9,20,female,19,587329,47,3,10,bank,1,87,7,no,0,-1,26,3,1,204
501,E1 no cost,9,20,female,20,600455,68,3,9,bank,1,42,6,yes,1,1,-98,6,0,0
502,E1 no cost,9,20,female,21,620587,31,6,0,bust,-1,-81,-6,yes,1,1,-87,5,0,0
503,E1 no cost,9,20,female,22,636919,15,5,2,bust,-1,-111,-3,no,0,-1,-25,1,1,78
504,E1 no cost,9,20,female,23,656274,78,1,6,bank,1,47,5,yes,1,1,-46,4,1,20
505,E1 no cost,9,20,female,24,670805,5,4,4,bank,1,31,0,no,0,-1,15,9,1,315
506,E1 no cost,9,20,female,25,714671,35,9,12,bank,1,18,3,no,0,-1,96,8,0,0
507,E1 no cost,9,20,female,26,733968,89,8,7,bust,-1,-67,-1,yes,1,1,-43,4,1,208
508,E1 no cost,9,20,female,27,754921,52,4,8,bank,1,32,4,no,0,-1,-43,8,0,0
509,E1 no cost,9,20,female,28,778028,11,8,5,bust,-1,-14,-3,no,0,-1,-81,10,0,0
510,E1 no cost,9,20,female,29,816181,88,10,6,bust,-1,-134,-4,no,0,-1,-30,9,0,0
511,E1 no cost,9,20,female,30,836215,41,9,1,bust,-1,-76,-8,yes,1,1,-200,2,1,156
512,E1 no cost,9,20,female,31,850707,78,2,3,bank,1,36,1,yes,1,1,110,1,1,86
513,E1 no cost,9,20,female,32,863753,86,1,2,bank,1,31,1,yes,1,1,45,3,1,156
514,E1 no cost,9,20,female,33,879261,52,3,12,bank,1,39,9,no,0,-1,23,5,0,0
515,E1 no cost,9,20,female,34,894106,73,5,0,bust,-1,-168,-5,yes,1,1,-200,12,0,0
516,E1 no cost,9,20,female,35,917123,13,12,2,bust,-1,-200,-10,yes,1,1,-200,3,1,99
517,E1 no cost,9,20,female,36,931964,33,3,12,bank,1,59,9,yes,1,1,-175,4,1,184
518,E1 no cost,9,20,female,37,946438,46,4,4,bank,1,73,0,yes,1,1,200,3,1,252
519,E1 no cost,9,20,female,38,958526,84,3,9,bank,1,85,6,yes,1,1,-61,12,0,0
520,E1 no cost,9,20,female,39,979174,2,12,8,bust,-1,-71,-4,no,0,-1,-147,6,1,12
521,E1 no cost,9,20,female,40,995121,2,6,8,bank,1,45,2,no,0,-1,111,6,0,0
522,E1 no cost,9,20,female,41,1011544,16,6,3,bust,-1,-97,-3,no,0,-1,45,1,0,0
523,E1 no cost,9,20,female,42,1025354,50,1,0,bust,-1,-107,-1,no,0,-1,-3,5,0,0
524,E1 no cost,9,20,female,43,1040347,9,5,2,bust,-1,-200,-3,yes,1,1,-98,4,1,232
525,E1 no cost,9,20,female,44,1055111,58,4,12,bank,1,33,8,yes,1,1,-38,7,0,0
526,E1 no cost,9,20,female,45,1073573,87,7,5,bust,-1,-66,-2,no,0,-1,38,1,1,2
527,E1 no cost,9,20,female,46,1086337,2,1,5,bank,1,43,4,yes,1,1,-40,5,1,75
528,E1 no cost,9,20,female,47,1100066,15,5,6,bank,1,60,1,yes,1,1,128,3,1,45
529,E1 no cost,9,20,female,48,1113152,15,3,11,bank,1,62,8,yes,1,1,-99,7,0,0
530,E1 no cost,9,20,female,49,1134219,6,7,2,bust,-1,-120,-5,no,0,-1,-128,5,1,290
531,E1 no cost,9,20,female,50,1149958,58,5,7,bank,1,-23,2,yes,1,1,71,5,1,390
